time,T [Nm],w [rad/s]
0.06271,0.55385,53.856
0.062731,0.55385,53.856
0.062753,0.55385,53.856
0.062774,0.55385,53.856
0.062796,0.55385,53.856
0.062817,0.55385,53.856
0.062839,0.55385,53.856
0.06286,0.55385,53.856
0.062882,0.55385,53.856
0.062903,0.55385,53.856
0.062925,0.55385,53.856
0.062946,0.55385,53.856
0.062968,0.55385,53.856
0.062989,0.55385,53.856
0.063011,0.55385,53.856
0.063032,0.55385,53.856
0.063054,0.55385,53.856
0.063075,0.55385,53.856
0.063097,0.55385,53.856
0.063118,0.55385,53.856
0.06314,0.55385,53.856
0.063161,0.55386,53.856
0.063183,0.55387,53.856
0.063204,0.55386,53.856
0.063226,0.55386,53.856
0.063247,0.55385,53.856
0.063269,0.55385,53.856
0.06329,0.55385,53.856
0.063312,0.55385,53.856
0.063333,0.55384,53.856
0.063355,0.55384,53.856
0.063376,0.55384,53.856
0.063398,0.55385,53.856
0.063419,0.55385,53.856
0.063441,0.55385,53.856
0.063462,0.55385,53.856
0.063484,0.55385,53.856
0.063505,0.55384,53.856
0.063527,0.55384,53.856
0.063548,0.55385,53.856
0.06357,0.55385,53.856
0.063591,0.55385,53.856
0.063613,0.55385,53.856
0.063635,0.55385,53.856
0.063656,0.55385,53.856
0.063678,0.55385,53.856
0.063699,0.55385,53.856
0.063721,0.55385,53.856
0.06373,0.55385,53.856
0.06373,0.55385,53.856
0.063752,0.55385,53.856
0.063773,0.55384,53.856
0.063795,0.55384,53.856
0.063816,0.55385,53.856
0.063838,0.55385,53.856
0.063859,0.55385,53.856
0.063881,0.55385,53.856
0.063902,0.55385,53.856
0.063924,0.55384,53.856
0.063945,0.55384,53.856
0.063967,0.55385,53.856
0.063988,0.55385,53.856
0.06401,0.55385,53.856
0.064031,0.55385,53.856
0.064053,0.55385,53.856
0.064074,0.55385,53.856
0.064096,0.55385,53.856
0.064117,0.55385,53.856
0.064139,0.55385,53.856
0.06416,0.55385,53.856
0.064182,0.55385,53.856
0.064203,0.55385,53.856
0.064225,0.55385,53.856
0.064246,0.55385,53.856
0.064247,0.55385,53.856
0.064247,0.55385,53.856
0.064268,0.55385,53.856
0.06429,0.55385,53.856
0.064311,0.55385,53.856
0.064333,0.55385,53.856
0.064354,0.55385,53.856
0.064376,0.55385,53.856
0.064397,0.55385,53.856
0.064419,0.55385,53.856
0.06444,0.55385,53.856
0.064462,0.55385,53.856
0.064483,0.55385,53.856
0.064505,0.55385,53.856
0.064526,0.55385,53.856
0.064548,0.55385,53.856
0.064569,0.55385,53.856
0.064591,0.55385,53.856
0.064613,0.55385,53.856
0.064634,0.55385,53.856
0.064643,0.55385,53.856
0.064643,0.55385,53.856
0.064664,0.55385,53.856
0.064686,0.55384,53.856
0.064707,0.55385,53.856
0.064729,0.55385,53.856
0.06475,0.55385,53.856
0.064772,0.55385,53.856
0.064793,0.55385,53.856
0.064815,0.55385,53.856
0.064836,0.55385,53.856
0.064858,0.55385,53.856
0.064879,0.55385,53.856
0.064901,0.55385,53.856
0.064923,0.55385,53.856
0.064944,0.55385,53.856
0.064966,0.55386,53.856
0.064987,0.55386,53.856
0.065009,0.55386,53.856
0.06503,0.55386,53.856
0.065052,0.55385,53.856
0.065073,0.55385,53.856
0.065095,0.55384,53.856
0.065116,0.55384,53.856
0.065138,0.55385,53.856
0.065159,0.55385,53.856
0.065181,0.55385,53.856
0.065202,0.55385,53.856
0.065224,0.55385,53.856
0.065245,0.55385,53.856
0.065267,0.55385,53.856
0.065288,0.55385,53.856
0.06531,0.55385,53.856
0.065331,0.55385,53.856
0.065353,0.55385,53.856
0.065374,0.55385,53.856
0.065396,0.55385,53.856
0.065417,0.55385,53.856
0.065439,0.55385,53.856
0.06546,0.55385,53.856
0.065482,0.55385,53.856
0.065503,0.55385,53.856
0.065506,0.55385,53.856
0.065506,0.55385,53.856
0.065527,0.55385,53.856
0.065549,0.55385,53.856
0.06557,0.55385,53.856
0.065592,0.55385,53.856
0.065613,0.55385,53.856
0.065635,0.55385,53.856
0.065656,0.55385,53.856
0.065678,0.55385,53.856
0.065699,0.55385,53.856
0.065721,0.55385,53.856
0.065742,0.55385,53.856
0.065764,0.55385,53.856
0.065785,0.55385,53.856
0.065807,0.55385,53.856
0.065828,0.55385,53.856
0.06585,0.55385,53.856
0.065871,0.55385,53.856
0.065893,0.55385,53.856
0.065914,0.55385,53.856
0.065936,0.55385,53.856
0.065957,0.55385,53.856
0.065979,0.55385,53.856
0.065998,0.55385,53.856
0.065998,0.55385,53.856
0.066019,0.55385,53.856
0.066041,0.55385,53.856
0.066062,0.55385,53.856
0.066084,0.55385,53.856
0.066105,0.55385,53.856
0.066127,0.55385,53.856
0.066148,0.55385,53.856
0.06617,0.55385,53.856
0.066191,0.55385,53.856
0.066213,0.55385,53.856
0.066234,0.55385,53.856
0.066256,0.55385,53.856
0.066277,0.55385,53.856
0.066299,0.55385,53.856
0.06632,0.55385,53.856
0.066342,0.55385,53.856
0.066363,0.55385,53.856
0.066389,0.55386,53.856
0.066415,0.55387,53.856
0.066441,0.55386,53.856
0.066467,0.55386,53.856
0.066493,0.55386,53.856
0.066519,0.55385,53.856
0.066545,0.55385,53.856
0.066571,0.55385,53.856
0.066597,0.55386,53.856
0.066623,0.55386,53.856
0.066649,0.55386,53.856
0.066675,0.55385,53.856
0.066701,0.55385,53.856
0.066727,0.55385,53.856
0.066753,0.55386,53.856
0.066779,0.55386,53.856
0.066805,0.55386,53.856
0.066825,0.55386,53.856
0.066825,0.55386,53.856
0.066851,0.55386,53.856
0.066877,0.55386,53.856
0.066902,0.55385,53.856
0.066928,0.55385,53.856
0.066954,0.55385,53.856
0.06698,0.55385,53.856
0.067006,0.55385,53.856
0.067032,0.55386,53.856
0.067058,0.55385,53.856
0.067084,0.55385,53.856
0.06711,0.55385,53.856
0.067136,0.55385,53.856
0.067162,0.55385,53.856
0.067188,0.55385,53.856
0.067214,0.55385,53.856
0.06724,0.55385,53.856
0.067266,0.55385,53.856
0.067282,0.55385,53.856
0.067282,0.55385,53.856
0.067308,0.55386,53.856
0.067334,0.55386,53.856
0.06736,0.55385,53.856
0.067386,0.55385,53.856
0.067412,0.55385,53.856
0.067438,0.55385,53.856
0.067464,0.55385,53.856
0.06749,0.55385,53.856
0.067516,0.55385,53.856
0.067542,0.55385,53.856
0.067568,0.55385,53.856
0.067594,0.55385,53.856
0.06762,0.55385,53.856
0.067646,0.55385,53.856
0.067672,0.55385,53.856
0.067698,0.55385,53.856
0.067724,0.55385,53.856
0.067747,0.55386,53.856
0.067747,0.55386,53.856
0.067773,0.55387,53.856
0.067799,0.55387,53.856
0.067825,0.55386,53.856
0.067851,0.55385,53.856
0.067877,0.55385,53.856
0.067903,0.55386,53.856
0.067929,0.55387,53.856
0.067955,0.55387,53.856
0.067981,0.55386,53.856
0.068007,0.55386,53.856
0.068033,0.55386,53.856
0.068059,0.55386,53.856
0.068085,0.55386,53.856
0.068111,0.55386,53.856
0.068137,0.55386,53.856
0.068163,0.55386,53.856
0.068189,0.55386,53.856
0.068215,0.55386,53.856
0.068241,0.55386,53.856
0.068267,0.55386,53.856
0.068293,0.55385,53.856
0.068319,0.55384,53.856
0.068345,0.55384,53.856
0.068371,0.55385,53.856
0.068397,0.55386,53.856
0.068423,0.55386,53.856
0.068449,0.55385,53.856
0.068474,0.55385,53.856
0.0685,0.55384,53.856
0.068526,0.55385,53.856
0.068552,0.55385,53.856
0.068578,0.55386,53.856
0.068604,0.55385,53.856
0.06863,0.55385,53.856
0.068656,0.55385,53.856
0.068682,0.55385,53.856
0.068708,0.55385,53.856
0.068734,0.55387,53.856
0.06876,0.55388,53.856
0.068786,0.55387,53.856
0.068812,0.55385,53.856
0.068838,0.55385,53.856
0.068864,0.55385,53.856
0.06889,0.55386,53.856
0.068916,0.55387,53.856
0.068942,0.55386,53.856
0.068968,0.55386,53.856
0.068994,0.55385,53.856
0.06902,0.55386,53.856
0.069046,0.55386,53.856
0.06906,0.55386,53.856
0.06906,0.55386,53.856
0.069086,0.55386,53.856
0.069112,0.55385,53.856
0.069138,0.55384,53.856
0.069164,0.55384,53.856
0.06919,0.55385,53.856
0.069216,0.55386,53.856
0.069242,0.55386,53.856
0.069268,0.55386,53.856
0.069294,0.55385,53.856
0.06932,0.55384,53.856
0.069346,0.55385,53.856
0.069371,0.55386,53.856
0.069397,0.55386,53.856
0.069423,0.55386,53.856
0.069449,0.55385,53.856
0.069475,0.55385,53.856
0.069495,0.55385,53.856
0.069495,0.55385,53.856
0.069521,0.55387,53.856
0.069547,0.55387,53.856
0.069573,0.55386,53.856
0.069599,0.55385,53.856
0.069625,0.55384,53.856
0.069651,0.55385,53.856
0.069677,0.55386,53.856
0.069703,0.55387,53.856
0.069729,0.55386,53.856
0.069755,0.55385,53.856
0.069781,0.55385,53.856
0.069807,0.55385,53.856
0.069833,0.55386,53.856
0.069859,0.55386,53.856
0.069885,0.55386,53.856
0.069911,0.55385,53.856
0.069937,0.55385,53.856
0.069963,0.55385,53.856
0.069989,0.55386,53.856
0.070015,0.55386,53.856
0.070035,0.55386,53.856
0.070035,0.55386,53.856
0.070061,0.55385,53.856
0.070087,0.55385,53.856
0.070113,0.55385,53.856
0.070138,0.55386,53.856
0.070164,0.55386,53.856
0.07019,0.55386,53.856
0.070216,0.55385,53.856
0.070242,0.55385,53.856
0.070268,0.55385,53.856
0.070294,0.55386,53.856
0.07032,0.55386,53.856
0.070346,0.55386,53.856
0.070372,0.55386,53.856
0.070398,0.55385,53.856
0.070424,0.55385,53.856
0.07045,0.55386,53.856
0.070476,0.55386,53.856
0.070502,0.55386,53.856
0.070528,0.55385,53.856
0.070554,0.55385,53.856
0.07058,0.55385,53.856
0.070606,0.55385,53.856
0.070632,0.55386,53.856
0.070658,0.55386,53.856
0.070684,0.55385,53.856
0.07071,0.55385,53.856
0.070736,0.55385,53.856
0.070762,0.55385,53.856
0.070788,0.55386,53.856
0.070814,0.55386,53.856
0.070839,0.55386,53.856
0.070839,0.55386,53.856
0.070865,0.55385,53.856
0.070891,0.55385,53.856
0.070917,0.55385,53.856
0.070943,0.55386,53.856
0.070969,0.55386,53.856
0.070995,0.55386,53.856
0.071021,0.55386,53.856
0.071047,0.55385,53.856
0.071073,0.55385,53.856
0.071099,0.55386,53.856
0.071125,0.55386,53.856
0.071151,0.55386,53.856
0.071177,0.55386,53.856
0.071203,0.55385,53.856
0.071229,0.55385,53.856
0.071241,0.55385,53.856
0.071241,0.55385,53.856
0.071267,0.55385,53.856
0.071293,0.55385,53.856
0.071319,0.55385,53.856
0.071345,0.55385,53.856
0.071371,0.55385,53.856
0.071397,0.55385,53.856
0.071423,0.55385,53.856
0.071449,0.55385,53.856
0.071475,0.55385,53.856
0.071501,0.55385,53.856
0.071527,0.55385,53.856
0.071553,0.55385,53.856
0.071579,0.55385,53.856
0.071604,0.55385,53.856
0.07163,0.55385,53.856
0.071656,0.55385,53.856
0.071682,0.55385,53.856
0.071708,0.55385,53.856
0.071734,0.55385,53.856
0.07176,0.55385,53.856
0.071786,0.55385,53.856
0.071812,0.55385,53.856
0.071838,0.55385,53.856
0.071864,0.55385,53.856
0.07189,0.55386,53.856
0.071916,0.55386,53.856
0.071942,0.55386,53.856
0.071968,0.55386,53.856
0.071994,0.55385,53.856
0.07202,0.55385,53.856
0.072046,0.55386,53.856
0.072072,0.55386,53.856
0.072098,0.55386,53.856
0.072124,0.55386,53.856
0.07215,0.55385,53.856
0.072176,0.55385,53.856
0.072202,0.55386,53.856
0.072228,0.55386,53.856
0.072254,0.55386,53.856
0.07228,0.55385,53.856
0.072296,0.55385,53.856
0.072296,0.55385,53.856
0.072322,0.55385,53.856
0.072348,0.55385,53.856
0.072374,0.55386,53.856
0.0724,0.55386,53.856
0.072426,0.55386,53.856
0.072452,0.55385,53.856
0.072478,0.55385,53.856
0.072504,0.55385,53.856
0.07253,0.55386,53.856
0.072556,0.55386,53.856
0.072582,0.55386,53.856
0.072608,0.55386,53.856
0.07262,0.55385,53.856
0.07262,0.55385,53.856
0.072646,0.55385,53.856
0.072672,0.55385,53.856
0.072698,0.55386,53.856
0.072724,0.55386,53.856
0.07275,0.55386,53.856
0.072776,0.55386,53.856
0.072802,0.55385,53.856
0.072828,0.55385,53.856
0.072854,0.55386,53.856
0.07288,0.55386,53.856
0.072906,0.55386,53.856
0.072932,0.55386,53.856
0.072958,0.55385,53.856
0.072984,0.55385,53.856
0.072984,0.55385,53.856
0.072984,0.55385,53.856
0.07301,0.55385,53.856
0.073036,0.55386,53.856
0.073062,0.55386,53.856
0.073088,0.55386,53.856
0.073114,0.55385,53.856
0.07314,0.55385,53.856
0.073166,0.55385,53.856
0.073192,0.55386,53.856
0.073218,0.55386,53.856
0.073244,0.55386,53.856
0.07327,0.55386,53.856
0.073296,0.55385,53.856
0.073322,0.55385,53.856
0.073348,0.55385,53.856
0.073374,0.55386,53.856
0.0734,0.55386,53.856
0.073426,0.55386,53.856
0.073452,0.55385,53.856
0.073478,0.55385,53.856
0.073504,0.55385,53.856
0.07353,0.55386,53.856
0.073556,0.55386,53.856
0.073581,0.55386,53.856
0.073607,0.55386,53.856
0.073633,0.55385,53.856
0.073659,0.55385,53.856
0.073685,0.55386,53.856
0.073711,0.55386,53.856
0.073737,0.55386,53.856
0.073763,0.55386,53.856
0.073789,0.55385,53.856
0.073815,0.55385,53.856
0.073841,0.55386,53.856
0.073867,0.55386,53.856
0.073893,0.55386,53.856
0.073919,0.55386,53.856
0.073945,0.55385,53.856
0.073971,0.55385,53.856
0.073997,0.55385,53.856
0.074023,0.55386,53.856
0.074049,0.55386,53.856
0.074075,0.55386,53.856
0.074101,0.55386,53.856
0.074127,0.55385,53.856
0.074153,0.55385,53.856
0.074179,0.55386,53.856
0.074205,0.55386,53.856
0.074231,0.55386,53.856
0.074257,0.55386,53.856
0.074283,0.55385,53.856
0.074309,0.55385,53.856
0.074335,0.55386,53.856
0.074361,0.55386,53.856
0.074387,0.55386,53.856
0.074404,0.55386,53.856
0.074404,0.55386,53.856
0.07443,0.55385,53.856
0.074456,0.55385,53.856
0.074482,0.55385,53.856
0.074508,0.55386,53.856
0.074534,0.55386,53.856
0.07456,0.55386,53.856
0.074586,0.55386,53.856
0.074612,0.55385,53.856
0.074638,0.55385,53.856
0.074664,0.55386,53.856
0.07469,0.55386,53.856
0.074716,0.55386,53.856
0.074724,0.55386,53.856
0.074724,0.55386,53.856
0.07475,0.55385,53.856
0.074776,0.55385,53.856
0.074802,0.55385,53.856
0.074828,0.55386,53.856
0.074854,0.55387,53.856
0.07488,0.55386,53.856
0.074906,0.55385,53.856
0.074932,0.55385,53.856
0.074958,0.55385,53.856
0.074984,0.55386,53.856
0.07501,0.55386,53.856
0.075036,0.55386,53.856
0.075062,0.55385,53.856
0.075088,0.55385,53.856
0.075114,0.55385,53.856
0.07514,0.55386,53.856
0.075166,0.55386,53.856
0.075192,0.55386,53.856
0.075218,0.55386,53.856
0.075243,0.55385,53.856
0.075269,0.55385,53.856
0.075295,0.55386,53.856
0.075321,0.55386,53.856
0.075347,0.55386,53.856
0.075373,0.55386,53.856
0.075399,0.55385,53.856
0.075425,0.55385,53.856
0.075436,0.55385,53.856
0.075436,0.55385,53.856
0.075462,0.55385,53.856
0.075488,0.55385,53.856
0.075514,0.55386,53.856
0.07554,0.55386,53.856
0.075566,0.55386,53.856
0.075592,0.55385,53.856
0.075618,0.55385,53.856
0.075644,0.55385,53.856
0.07567,0.55386,53.856
0.075696,0.55386,53.856
0.075722,0.55386,53.856
0.075748,0.55386,53.856
0.075774,0.55385,53.856
0.0758,0.55385,53.856
0.075826,0.55386,53.856
0.075852,0.55386,53.856
0.075878,0.55386,53.856
0.075904,0.55386,53.856
0.07593,0.55386,53.856
0.075955,0.55385,53.856
0.075981,0.55386,53.856
0.076007,0.55386,53.856
0.076033,0.55386,53.856
0.076059,0.55386,53.856
0.076085,0.55386,53.856
0.076111,0.55385,53.856
0.076137,0.55386,53.856
0.076163,0.55386,53.856
0.076189,0.55386,53.856
0.076193,0.55386,53.856
0.076193,0.55386,53.856
0.076219,0.55385,53.856
0.076245,0.55385,53.856
0.076271,0.55385,53.856
0.076297,0.55385,53.856
0.076323,0.55386,53.856
0.076348,0.55386,53.856
0.076374,0.55385,53.856
0.0764,0.55385,53.856
0.076426,0.55385,53.856
0.076452,0.55385,53.856
0.076459,0.55385,53.856
0.076459,0.55385,53.856
0.076485,0.55384,53.856
0.076511,0.55385,53.856
0.076537,0.55385,53.856
0.076563,0.55386,53.856
0.076589,0.55386,53.856
0.076615,0.55386,53.856
0.076641,0.55385,53.856
0.076667,0.55385,53.856
0.076693,0.55385,53.856
0.076719,0.55386,53.856
0.076745,0.55386,53.856
0.076771,0.55386,53.856
0.076797,0.55385,53.856
0.076823,0.55385,53.856
0.076849,0.55385,53.856
0.076875,0.55385,53.856
0.076901,0.55386,53.856
0.076927,0.55386,53.856
0.076953,0.55385,53.856
0.076979,0.55385,53.856
0.077004,0.55385,53.856
0.07703,0.55385,53.856
0.077056,0.55385,53.856
0.077082,0.55385,53.856
0.077108,0.55385,53.856
0.077134,0.55385,53.856
0.07716,0.55385,53.856
0.077186,0.55386,53.856
0.077212,0.55386,53.856
0.077238,0.55385,53.856
0.077264,0.55385,53.856
0.07729,0.55385,53.856
0.077316,0.55385,53.856
0.077342,0.55386,53.856
0.077368,0.55386,53.856
0.077394,0.55385,53.856
0.07742,0.55385,53.856
0.077446,0.55384,53.856
0.077472,0.55384,53.856
0.077498,0.55385,53.856
0.077524,0.55386,53.856
0.07755,0.55386,53.856
0.077576,0.55385,53.856
0.077602,0.55384,53.856
0.077628,0.55384,53.856
0.077654,0.55385,53.856
0.07768,0.55385,53.856
0.077706,0.55385,53.856
0.077732,0.55385,53.856
0.077758,0.55384,53.856
0.077784,0.55384,53.856
0.07781,0.55384,53.856
0.077836,0.55385,53.856
0.077862,0.55385,53.856
0.077887,0.55385,53.856
0.077913,0.55384,53.856
0.077939,0.55384,53.856
0.077965,0.55384,53.856
0.077989,0.55385,53.856
0.077989,0.55385,53.856
0.078015,0.55386,53.856
0.078041,0.55386,53.856
0.078067,0.55386,53.856
0.078093,0.55385,53.856
0.078119,0.55385,53.856
0.078145,0.55385,53.856
0.078171,0.55386,53.856
0.078185,0.55386,53.856
0.078185,0.55386,53.856
0.078211,0.55384,53.856
0.078237,0.55384,53.856
0.078263,0.55385,53.856
0.078289,0.55385,53.856
0.078315,0.55384,53.856
0.078341,0.55384,53.856
0.078367,0.55384,53.856
0.078393,0.55384,53.856
0.078419,0.55384,53.856
0.078445,0.55384,53.856
0.078471,0.55384,53.856
0.078489,0.55384,53.856
0.078489,0.55384,53.856
0.078515,0.55384,53.856
0.078541,0.55384,53.856
0.078567,0.55384,53.856
0.078593,0.55384,53.856
0.078619,0.55384,53.856
0.078645,0.55384,53.856
0.078671,0.55384,53.856
0.078697,0.55384,53.856
0.078723,0.55384,53.856
0.078749,0.55384,53.856
0.078775,0.55384,53.856
0.078801,0.55384,53.856
0.078827,0.55384,53.856
0.078853,0.55384,53.856
0.078879,0.55384,53.856
0.078905,0.55384,53.856
0.078931,0.55385,53.856
0.078956,0.55387,53.856
0.078982,0.55387,53.856
0.079008,0.55386,53.856
0.079034,0.55385,53.856
0.07906,0.55384,53.856
0.079086,0.55385,53.856
0.079112,0.55386,53.856
0.079138,0.55387,53.856
0.079164,0.55386,53.856
0.07919,0.55386,53.856
0.079216,0.55383,53.856
0.079242,0.55381,53.856
0.079268,0.55382,53.856
0.079294,0.55384,53.856
0.07932,0.55385,53.856
0.079346,0.55385,53.856
0.079372,0.55383,53.856
0.079398,0.55382,53.856
0.079424,0.55383,53.856
0.07945,0.55384,53.856
0.079476,0.55384,53.856
0.079502,0.55384,53.856
0.079528,0.55383,53.856
0.079554,0.55383,53.856
0.07958,0.55383,53.856
0.079606,0.55384,53.856
0.079632,0.55384,53.856
0.079658,0.55384,53.856
0.079684,0.55383,53.856
0.07971,0.55383,53.856
0.079736,0.55383,53.856
0.079762,0.55385,53.856
0.079788,0.55387,53.856
0.079814,0.55387,53.856
0.079815,0.55387,53.856
0.079815,0.55387,53.856
0.079841,0.55386,53.856
0.079867,0.55384,53.856
0.079883,0.55384,53.856
0.079883,0.55384,53.856
0.079909,0.55384,53.856
0.079935,0.55385,53.856
0.079961,0.55386,53.856
0.079987,0.55387,53.856
0.080013,0.55386,53.856
0.080039,0.55383,53.856
0.080065,0.55381,53.856
0.080091,0.55381,53.856
0.080117,0.55384,53.856
0.080143,0.55385,53.856
0.080169,0.55385,53.856
0.080195,0.55383,53.856
0.080221,0.55382,53.856
0.080247,0.55383,53.856
0.080273,0.55384,53.856
0.080299,0.55384,53.856
0.080324,0.55384,53.856
0.08035,0.55383,53.856
0.080376,0.55383,53.856
0.080402,0.55383,53.856
0.080428,0.55384,53.856
0.080454,0.55384,53.856
0.08048,0.55384,53.856
0.080506,0.55383,53.856
0.080532,0.55383,53.856
0.080558,0.55383,53.856
0.080584,0.55384,53.856
0.08061,0.55384,53.856
0.080636,0.55384,53.856
0.080662,0.55384,53.856
0.080688,0.55384,53.856
0.080714,0.55384,53.856
0.08074,0.55386,53.856
0.080766,0.55387,53.856
0.080792,0.55386,53.856
0.080818,0.55385,53.856
0.080844,0.55385,53.856
0.080859,0.55385,53.856
0.080859,0.55385,53.856
0.080885,0.55385,53.856
0.080911,0.55385,53.856
0.080937,0.55385,53.856
0.080963,0.55385,53.856
0.080989,0.55383,53.856
0.081014,0.55383,53.856
0.08104,0.55383,53.856
0.081066,0.55384,53.856
0.081092,0.55384,53.856
0.081118,0.55384,53.856
0.081144,0.55384,53.856
0.08117,0.55383,53.856
0.081196,0.55384,53.856
0.081222,0.55384,53.856
0.081248,0.55384,53.856
0.081274,0.55384,53.856
0.0813,0.55384,53.856
0.081326,0.55384,53.856
0.081352,0.55384,53.856
0.081378,0.55384,53.856
0.081404,0.55384,53.856
0.08143,0.55384,53.856
0.081456,0.55384,53.856
0.081482,0.55384,53.856
0.081508,0.55384,53.856
0.081534,0.55384,53.856
0.08156,0.55385,53.856
0.081586,0.55385,53.856
0.081612,0.55386,53.856
0.081638,0.55386,53.856
0.081664,0.55385,53.856
0.08169,0.55385,53.856
0.081716,0.55385,53.856
0.081742,0.55385,53.856
0.081768,0.55385,53.856
0.081794,0.55385,53.856
0.08182,0.55384,53.856
0.081846,0.55384,53.856
0.081872,0.55384,53.856
0.081897,0.55385,53.856
0.081923,0.55385,53.856
0.081949,0.55385,53.856
0.081975,0.55384,53.856
0.082001,0.55384,53.856
0.082027,0.55384,53.856
0.082053,0.55385,53.856
0.082079,0.55385,53.856
0.082105,0.55385,53.856
0.082131,0.55385,53.856
0.082157,0.55385,53.856
0.082183,0.55385,53.856
0.082209,0.55385,53.856
0.082235,0.55385,53.856
0.082261,0.55385,53.856
0.082287,0.55385,53.856
0.082313,0.55385,53.856
0.082339,0.55385,53.856
0.082365,0.55385,53.856
0.082391,0.55385,53.856
0.082417,0.55385,53.856
0.082443,0.55385,53.856
0.082469,0.55385,53.856
0.082495,0.55385,53.856
0.082521,0.55385,53.856
0.082547,0.55385,53.856
0.082573,0.55385,53.856
0.082599,0.55385,53.856
0.082625,0.55385,53.856
0.082651,0.55385,53.856
0.082677,0.55385,53.856
0.082703,0.55385,53.856
0.082729,0.55385,53.856
0.082755,0.55385,53.856
0.082781,0.55385,53.856
0.082806,0.55385,53.856
0.082832,0.55385,53.856
0.082858,0.55385,53.856
0.082884,0.55385,53.856
0.08291,0.55385,53.856
0.082936,0.55385,53.856
0.082962,0.55385,53.856
0.082988,0.55385,53.856
0.083014,0.55385,53.856
0.08304,0.55385,53.856
0.083066,0.55385,53.856
0.083092,0.55385,53.856
0.083118,0.55385,53.856
0.083144,0.55385,53.856
0.08317,0.55385,53.856
0.083196,0.55385,53.856
0.083222,0.55385,53.856
0.083248,0.55385,53.856
0.083274,0.55385,53.856
0.0833,0.55386,53.856
0.083326,0.55386,53.856
0.083352,0.55386,53.856
0.083378,0.55385,53.856
0.083404,0.55385,53.856
0.08343,0.55385,53.856
0.083456,0.55385,53.856
0.083482,0.55385,53.856
0.083508,0.55386,53.856
0.083534,0.55387,53.856
0.08356,0.55386,53.856
0.083586,0.55385,53.856
0.083612,0.55385,53.856
0.083638,0.55386,53.856
0.083664,0.55386,53.856
0.08369,0.55386,53.856
0.083715,0.55386,53.856
0.083741,0.55386,53.856
0.083767,0.55386,53.856
0.083793,0.55386,53.856
0.083819,0.55386,53.856
0.083845,0.55386,53.856
0.083871,0.55386,53.856
0.083897,0.55386,53.856
0.083923,0.55386,53.856
0.083949,0.55386,53.856
0.083967,0.55386,53.856
0.083967,0.55386,53.856
0.083993,0.55386,53.856
0.084019,0.55386,53.856
0.084045,0.55386,53.856
0.084071,0.55386,53.856
0.084097,0.55386,53.856
0.084123,0.55386,53.856
0.084149,0.55386,53.856
0.084175,0.55386,53.856
0.084201,0.55386,53.856
0.084227,0.55386,53.856
0.084253,0.55386,53.856
0.084279,0.55385,53.856
0.084305,0.55384,53.856
0.084331,0.55384,53.856
0.084357,0.55385,53.856
0.084382,0.55385,53.856
0.084408,0.55386,53.856
0.084434,0.55385,53.856
0.08446,0.55386,53.856
0.084486,0.55387,53.856
0.084512,0.55387,53.856
0.084538,0.55386,53.856
0.084564,0.55385,53.856
0.08459,0.55386,53.856
0.084616,0.55386,53.856
0.084642,0.55386,53.856
0.084668,0.55386,53.856
0.084694,0.55386,53.856
0.08472,0.55386,53.856
0.084746,0.55386,53.856
0.084772,0.55386,53.856
0.084798,0.55386,53.856
0.084824,0.55386,53.856
0.08485,0.55386,53.856
0.084876,0.55386,53.856
0.084902,0.55386,53.856
0.084928,0.55386,53.856
0.084954,0.55386,53.856
0.08498,0.55386,53.856
0.085006,0.55386,53.856
0.085032,0.55386,53.856
0.085058,0.55386,53.856
0.085084,0.55386,53.856
0.08511,0.55386,53.856
0.085136,0.55386,53.856
0.085162,0.55386,53.856
0.085188,0.55386,53.856
0.085214,0.55386,53.856
0.08524,0.55386,53.856
0.085266,0.55386,53.856
0.085291,0.55386,53.856
0.085317,0.55386,53.856
0.085343,0.55386,53.856
0.085369,0.55386,53.856
0.085395,0.55386,53.856
0.085421,0.55386,53.856
0.085447,0.55386,53.856
0.085473,0.55386,53.856
0.085499,0.55386,53.856
0.085525,0.55386,53.856
0.085551,0.55386,53.856
0.085577,0.55386,53.856
0.085603,0.55386,53.856
0.085629,0.55386,53.856
0.085655,0.55386,53.856
0.085681,0.55386,53.856
0.085707,0.55386,53.856
0.085733,0.55386,53.856
0.085764,0.55389,53.856
0.085796,0.5539,53.856
0.085827,0.55388,53.856
0.085859,0.55385,53.856
0.08589,0.55383,53.856
0.085922,0.55384,53.856
0.085953,0.55387,53.856
0.085985,0.55387,53.856
0.086016,0.55385,53.856
0.086048,0.55384,53.856
0.086079,0.55385,53.856
0.08611,0.55386,53.856
0.086142,0.55386,53.856
0.086173,0.55386,53.856
0.086205,0.55385,53.856
0.086236,0.55385,53.856
0.086268,0.55385,53.856
0.086299,0.55386,53.856
0.086326,0.55386,53.856
0.086326,0.55386,53.856
0.086358,0.55387,53.856
0.086389,0.55386,53.856
0.086421,0.55385,53.856
0.086452,0.55384,53.856
0.086483,0.55385,53.856
0.086515,0.55386,53.856
0.086546,0.55386,53.856
0.086578,0.55386,53.856
0.086609,0.55385,53.856
0.086641,0.55385,53.856
0.086672,0.55386,53.856
0.086704,0.55386,53.856
0.086735,0.55386,53.856
0.086767,0.55385,53.856
0.086798,0.55385,53.856
0.086829,0.55385,53.856
0.086861,0.55386,53.856
0.086892,0.55386,53.856
0.086924,0.55385,53.856
0.086955,0.55385,53.856
