time,T [Nm],w [rad/s]
0.021701,0.55386,53.856
0.021716,0.55386,53.856
0.02173,0.55386,53.856
0.021732,0.55386,53.856
0.021732,0.55386,53.856
0.021747,0.55386,53.856
0.021762,0.55386,53.856
0.021777,0.55385,53.856
0.021792,0.55385,53.856
0.021807,0.55385,53.856
0.021821,0.55385,53.856
0.021836,0.55386,53.856
0.021851,0.55386,53.856
0.021866,0.55386,53.856
0.021881,0.55386,53.856
0.021896,0.55386,53.856
0.021911,0.55386,53.856
0.021926,0.55386,53.856
0.021941,0.55385,53.856
0.021955,0.55385,53.856
0.02197,0.55385,53.856
0.021985,0.55385,53.856
0.022,0.55386,53.856
0.022015,0.55386,53.856
0.02203,0.55386,53.856
0.022045,0.55386,53.856
0.02206,0.55386,53.856
0.022074,0.55386,53.856
0.022089,0.55386,53.856
0.022104,0.55385,53.856
0.022119,0.55385,53.856
0.022134,0.55385,53.856
0.022149,0.55386,53.856
0.022164,0.55386,53.856
0.022179,0.55386,53.856
0.022194,0.55386,53.856
0.022208,0.55386,53.856
0.022223,0.55386,53.856
0.022238,0.55386,53.856
0.022253,0.55386,53.856
0.022268,0.55386,53.856
0.022283,0.55386,53.856
0.022295,0.55386,53.856
0.022295,0.55386,53.856
0.022309,0.55386,53.856
0.022324,0.55386,53.856
0.022339,0.55386,53.856
0.022354,0.55386,53.856
0.022369,0.55386,53.856
0.022384,0.55386,53.856
0.022399,0.55386,53.856
0.022414,0.55386,53.856
0.022429,0.55386,53.856
0.022443,0.55386,53.856
0.022458,0.55386,53.856
0.022473,0.55386,53.856
0.022488,0.55386,53.856
0.022503,0.55386,53.856
0.022518,0.55386,53.856
0.022533,0.55386,53.856
0.022548,0.55386,53.856
0.022563,0.55386,53.856
0.022577,0.55386,53.856
0.022592,0.55385,53.856
0.022607,0.55386,53.856
0.022622,0.55386,53.856
0.022637,0.55386,53.856
0.022652,0.55386,53.856
0.022667,0.55386,53.856
0.022682,0.55386,53.856
0.022696,0.55386,53.856
0.022711,0.55386,53.856
0.022726,0.55386,53.856
0.022736,0.55386,53.856
0.022736,0.55386,53.856
0.02275,0.55385,53.856
0.022765,0.55385,53.856
0.02278,0.55386,53.856
0.022795,0.55386,53.856
0.02281,0.55386,53.856
0.022825,0.55386,53.856
0.02284,0.55386,53.856
0.022855,0.55386,53.856
0.02287,0.55386,53.856
0.022884,0.55386,53.856
0.022899,0.55386,53.856
0.022914,0.55385,53.856
0.022929,0.55385,53.856
0.022944,0.55386,53.856
0.022959,0.55386,53.856
0.022974,0.55386,53.856
0.022989,0.55386,53.856
0.023004,0.55386,53.856
0.023018,0.55386,53.856
0.023033,0.55386,53.856
0.023048,0.55386,53.856
0.023063,0.55386,53.856
0.023078,0.55386,53.856
0.023093,0.55386,53.856
0.023108,0.55386,53.856
0.023123,0.55386,53.856
0.023137,0.55386,53.856
0.023152,0.55386,53.856
0.023167,0.55386,53.856
0.023182,0.55386,53.856
0.023197,0.55386,53.856
0.023212,0.55386,53.856
0.023227,0.55386,53.856
0.023242,0.55386,53.856
0.023246,0.55386,53.856
0.023246,0.55386,53.856
0.023261,0.55385,53.856
0.023276,0.55385,53.856
0.023291,0.55385,53.856
0.023306,0.55386,53.856
0.02332,0.55386,53.856
0.023335,0.55386,53.856
0.02335,0.55386,53.856
0.023365,0.55386,53.856
0.02338,0.55386,53.856
0.023395,0.55386,53.856
0.02341,0.55386,53.856
0.023425,0.55385,53.856
0.02344,0.55385,53.856
0.023454,0.55386,53.856
0.023469,0.55386,53.856
0.023484,0.55386,53.856
0.023499,0.55386,53.856
0.023514,0.55386,53.856
0.023529,0.55386,53.856
0.023537,0.55386,53.856
0.023537,0.55386,53.856
0.023552,0.55386,53.856
0.023567,0.55385,53.856
0.023581,0.55385,53.856
0.023596,0.55385,53.856
0.023611,0.55385,53.856
0.023626,0.55386,53.856
0.023641,0.55386,53.856
0.023656,0.55386,53.856
0.023671,0.55386,53.856
0.023686,0.55386,53.856
0.0237,0.55386,53.856
0.023715,0.55386,53.856
0.02373,0.55385,53.856
0.023745,0.55385,53.856
0.02376,0.55385,53.856
0.023775,0.55386,53.856
0.02379,0.55386,53.856
0.023805,0.55386,53.856
0.023812,0.55386,53.856
0.023812,0.55386,53.856
0.023827,0.55386,53.856
0.023842,0.55386,53.856
0.023857,0.55386,53.856
0.023872,0.55386,53.856
0.023887,0.55385,53.856
0.023902,0.55385,53.856
0.023916,0.55386,53.856
0.023931,0.55386,53.856
0.023946,0.55386,53.856
0.023961,0.55386,53.856
0.023976,0.55386,53.856
0.023991,0.55386,53.856
0.024006,0.55386,53.856
0.024021,0.55386,53.856
0.024036,0.55386,53.856
0.02405,0.55385,53.856
0.024065,0.55386,53.856
0.02408,0.55386,53.856
0.024095,0.55386,53.856
0.02411,0.55386,53.856
0.024125,0.55386,53.856
0.02414,0.55386,53.856
0.024155,0.55386,53.856
0.02417,0.55386,53.856
0.024184,0.55386,53.856
0.024199,0.55386,53.856
0.024214,0.55386,53.856
0.024229,0.55386,53.856
0.024244,0.55386,53.856
0.024259,0.55386,53.856
0.02427,0.55386,53.856
0.02427,0.55386,53.856
0.024285,0.55386,53.856
0.0243,0.55386,53.856
0.024315,0.55386,53.856
0.02433,0.55386,53.856
0.024344,0.55386,53.856
0.024359,0.55386,53.856
0.024374,0.55386,53.856
0.024389,0.55386,53.856
0.024404,0.55386,53.856
0.024419,0.55386,53.856
0.024434,0.55386,53.856
0.024449,0.55386,53.856
0.024464,0.55386,53.856
0.024478,0.55386,53.856
0.024493,0.55386,53.856
0.024508,0.55386,53.856
0.024523,0.55386,53.856
0.024538,0.55386,53.856
0.024543,0.55386,53.856
0.024543,0.55386,53.856
0.024557,0.55385,53.856
0.024572,0.55385,53.856
0.024587,0.55386,53.856
0.024602,0.55386,53.856
0.024617,0.55386,53.856
0.024632,0.55386,53.856
0.024647,0.55386,53.856
0.024662,0.55386,53.856
0.024676,0.55386,53.856
0.024691,0.55386,53.856
0.024706,0.55386,53.856
0.024721,0.55385,53.856
0.024736,0.55385,53.856
0.024751,0.55386,53.856
0.024766,0.55386,53.856
0.024781,0.55386,53.856
0.024796,0.55386,53.856
0.02481,0.55386,53.856
0.024825,0.55386,53.856
0.024834,0.55386,53.856
0.024834,0.55386,53.856
0.024849,0.55386,53.856
0.024864,0.55385,53.856
0.024879,0.55385,53.856
0.024894,0.55385,53.856
0.024909,0.55386,53.856
0.024924,0.55386,53.856
0.024938,0.55386,53.856
0.024953,0.55386,53.856
0.024968,0.55386,53.856
0.024983,0.55386,53.856
0.024998,0.55386,53.856
0.025013,0.55386,53.856
0.025028,0.55386,53.856
0.025043,0.55385,53.856
0.025058,0.55385,53.856
0.025072,0.55386,53.856
0.025087,0.55386,53.856
0.025102,0.55386,53.856
0.025117,0.55386,53.856
0.025132,0.55386,53.856
0.025147,0.55386,53.856
0.025162,0.55386,53.856
0.025177,0.55386,53.856
0.025192,0.55386,53.856
0.025206,0.55385,53.856
0.025221,0.55386,53.856
0.025236,0.55386,53.856
0.025251,0.55386,53.856
0.025266,0.55386,53.856
0.025281,0.55386,53.856
0.025296,0.55386,53.856
0.025311,0.55386,53.856
0.025325,0.55386,53.856
0.025336,0.55386,53.856
0.025336,0.55386,53.856
0.025351,0.55386,53.856
0.025366,0.55385,53.856
0.025381,0.55386,53.856
0.025396,0.55386,53.856
0.025411,0.55386,53.856
0.025425,0.55386,53.856
0.02544,0.55386,53.856
0.025455,0.55386,53.856
0.02547,0.55386,53.856
0.025485,0.55386,53.856
0.0255,0.55386,53.856
0.025515,0.55386,53.856
0.02553,0.55386,53.856
0.025544,0.55386,53.856
0.025559,0.55386,53.856
0.025574,0.55386,53.856
0.025589,0.55386,53.856
0.025604,0.55386,53.856
0.025619,0.55386,53.856
0.025634,0.55386,53.856
0.025649,0.55386,53.856
0.025664,0.55386,53.856
0.025678,0.55386,53.856
0.025693,0.55386,53.856
0.025708,0.55386,53.856
0.025723,0.55386,53.856
0.025738,0.55386,53.856
0.025753,0.55386,53.856
0.025768,0.55386,53.856
0.025776,0.55386,53.856
0.025776,0.55386,53.856
0.025791,0.55386,53.856
0.025805,0.55386,53.856
0.02582,0.55385,53.856
0.025835,0.55385,53.856
0.02585,0.55386,53.856
0.025865,0.55386,53.856
0.02588,0.55386,53.856
0.025895,0.55386,53.856
0.02591,0.55386,53.856
0.025925,0.55386,53.856
0.025939,0.55386,53.856
0.025954,0.55385,53.856
0.025969,0.55385,53.856
0.025984,0.55385,53.856
0.025999,0.55385,53.856
0.026014,0.55386,53.856
0.026029,0.55386,53.856
0.026044,0.55386,53.856
0.026058,0.55386,53.856
0.026073,0.55386,53.856
0.026088,0.55386,53.856
0.026103,0.55386,53.856
0.026118,0.55385,53.856
0.026133,0.55385,53.856
0.026148,0.55385,53.856
0.026163,0.55386,53.856
0.026178,0.55386,53.856
0.026192,0.55386,53.856
0.026207,0.55386,53.856
0.026222,0.55386,53.856
0.026237,0.55386,53.856
0.026252,0.55386,53.856
0.026267,0.55386,53.856
0.026282,0.55385,53.856
0.026297,0.55385,53.856
0.026312,0.55385,53.856
0.026326,0.55386,53.856
0.026341,0.55386,53.856
0.026345,0.55386,53.856
0.026345,0.55386,53.856
0.02636,0.55386,53.856
0.026375,0.55386,53.856
0.026389,0.55386,53.856
0.026404,0.55386,53.856
0.026419,0.55386,53.856
0.026434,0.55386,53.856
0.026449,0.55386,53.856
0.026464,0.55386,53.856
0.026479,0.55386,53.856
0.026494,0.55386,53.856
0.026509,0.55386,53.856
0.026523,0.55386,53.856
0.026538,0.55386,53.856
0.026553,0.55386,53.856
0.026568,0.55386,53.856
0.026583,0.55386,53.856
0.026598,0.55386,53.856
0.026613,0.55386,53.856
0.026628,0.55386,53.856
0.026643,0.55386,53.856
0.026657,0.55386,53.856
0.026672,0.55386,53.856
0.026687,0.55386,53.856
0.026702,0.55386,53.856
0.026717,0.55386,53.856
0.026732,0.55386,53.856
0.026747,0.55386,53.856
0.026762,0.55386,53.856
0.026776,0.55386,53.856
0.026791,0.55386,53.856
0.026806,0.55386,53.856
0.026821,0.55386,53.856
0.026836,0.55386,53.856
0.026851,0.55386,53.856
0.026866,0.55386,53.856
0.026881,0.55386,53.856
0.026896,0.55386,53.856
0.02691,0.55386,53.856
0.026925,0.55386,53.856
0.02694,0.55386,53.856
0.026955,0.55386,53.856
0.02697,0.55386,53.856
0.026985,0.55386,53.856
0.027,0.55386,53.856
0.027015,0.55386,53.856
0.02703,0.55386,53.856
0.027044,0.55386,53.856
0.027059,0.55386,53.856
0.027074,0.55386,53.856
0.027089,0.55386,53.856
0.027104,0.55386,53.856
0.027119,0.55386,53.856
0.027131,0.55386,53.856
0.027131,0.55386,53.856
0.027146,0.55386,53.856
0.02716,0.55386,53.856
0.027175,0.55386,53.856
0.02719,0.55386,53.856
0.027205,0.55386,53.856
0.02722,0.55386,53.856
0.027235,0.55386,53.856
0.02725,0.55386,53.856
0.027265,0.55386,53.856
0.02728,0.55386,53.856
0.027294,0.55386,53.856
0.027309,0.55386,53.856
0.027324,0.55386,53.856
0.027339,0.55386,53.856
0.027354,0.55386,53.856
0.027369,0.55386,53.856
0.027384,0.55386,53.856
0.027399,0.55386,53.856
0.027413,0.55386,53.856
0.027428,0.55386,53.856
0.027443,0.55386,53.856
0.027458,0.55386,53.856
0.027473,0.55386,53.856
0.027488,0.55386,53.856
0.027503,0.55386,53.856
0.027518,0.55386,53.856
0.027533,0.55386,53.856
0.027547,0.55386,53.856
0.027562,0.55386,53.856
0.027577,0.55386,53.856
0.027592,0.55386,53.856
0.027607,0.55386,53.856
0.027622,0.55386,53.856
0.027637,0.55386,53.856
0.027652,0.55386,53.856
0.027667,0.55386,53.856
0.027681,0.55386,53.856
0.027696,0.55386,53.856
0.027711,0.55386,53.856
0.027726,0.55386,53.856
0.027732,0.55386,53.856
0.027732,0.55386,53.856
0.027747,0.55385,53.856
0.027762,0.55385,53.856
0.027777,0.55385,53.856
0.027792,0.55385,53.856
0.027807,0.55385,53.856
0.027822,0.55385,53.856
0.027836,0.55386,53.856
0.027851,0.55386,53.856
0.027866,0.55386,53.856
0.027881,0.55386,53.856
0.027896,0.55385,53.856
0.027911,0.55385,53.856
0.027926,0.55385,53.856
0.027941,0.55385,53.856
0.027955,0.55386,53.856
0.02797,0.55386,53.856
0.027985,0.55386,53.856
0.028,0.55386,53.856
0.028015,0.55386,53.856
0.02803,0.55386,53.856
0.028045,0.55386,53.856
0.02806,0.55385,53.856
0.028075,0.55385,53.856
0.028089,0.55385,53.856
0.028104,0.55385,53.856
0.028119,0.55386,53.856
0.028134,0.55386,53.856
0.028143,0.55386,53.856
0.028143,0.55386,53.856
0.028158,0.55386,53.856
0.028173,0.55386,53.856
0.028188,0.55386,53.856
0.028203,0.55385,53.856
0.028217,0.55385,53.856
0.028232,0.55385,53.856
0.028247,0.55385,53.856
0.028262,0.55386,53.856
0.028277,0.55386,53.856
0.028292,0.55386,53.856
0.028307,0.55386,53.856
0.028322,0.55386,53.856
0.028336,0.55386,53.856
0.028351,0.55386,53.856
0.028366,0.55385,53.856
0.028381,0.55385,53.856
0.028396,0.55385,53.856
0.028411,0.55386,53.856
0.028426,0.55386,53.856
0.028441,0.55386,53.856
0.028456,0.55386,53.856
0.02847,0.55386,53.856
0.028485,0.55386,53.856
0.0285,0.55386,53.856
0.028515,0.55386,53.856
0.02853,0.55385,53.856
0.028545,0.55385,53.856
0.02856,0.55385,53.856
0.028575,0.55386,53.856
0.02859,0.55386,53.856
0.028604,0.55386,53.856
0.028619,0.55386,53.856
0.028623,0.55386,53.856
0.028623,0.55386,53.856
0.028638,0.55386,53.856
0.028653,0.55385,53.856
0.028668,0.55385,53.856
0.028682,0.55385,53.856
0.028697,0.55385,53.856
0.028712,0.55386,53.856
0.028727,0.55386,53.856
0.028742,0.55386,53.856
0.028757,0.55386,53.856
0.028772,0.55386,53.856
0.028787,0.55386,53.856
0.028801,0.55386,53.856
0.028816,0.55385,53.856
0.028831,0.55385,53.856
0.028846,0.55385,53.856
0.028861,0.55385,53.856
0.028876,0.55386,53.856
0.028891,0.55386,53.856
0.028906,0.55386,53.856
0.028921,0.55386,53.856
0.028921,0.55386,53.856
0.028921,0.55386,53.856
0.028936,0.55386,53.856
0.028951,0.55386,53.856
0.028966,0.55385,53.856
0.028981,0.55385,53.856
0.028995,0.55385,53.856
0.02901,0.55385,53.856
0.029025,0.55385,53.856
0.02904,0.55386,53.856
0.029055,0.55386,53.856
0.02907,0.55386,53.856
0.029085,0.55386,53.856
0.0291,0.55386,53.856
0.029115,0.55386,53.856
0.029129,0.55385,53.856
0.029144,0.55385,53.856
0.029159,0.55385,53.856
0.029174,0.55385,53.856
0.029189,0.55386,53.856
0.029199,0.55386,53.856
0.029199,0.55386,53.856
0.029214,0.55386,53.856
0.029229,0.55386,53.856
0.029244,0.55386,53.856
0.029259,0.55386,53.856
0.029274,0.55385,53.856
0.029289,0.55385,53.856
0.029303,0.55385,53.856
0.029318,0.55385,53.856
0.029333,0.55386,53.856
0.029348,0.55386,53.856
0.029363,0.55386,53.856
0.029378,0.55386,53.856
0.029393,0.55386,53.856
0.029408,0.55386,53.856
0.029423,0.55385,53.856
0.029437,0.55385,53.856
0.029452,0.55385,53.856
0.029467,0.55385,53.856
0.029482,0.55385,53.856
0.029497,0.55386,53.856
0.029512,0.55386,53.856
0.029527,0.55386,53.856
0.029542,0.55386,53.856
0.029557,0.55386,53.856
0.029571,0.55386,53.856
0.029586,0.55386,53.856
0.029601,0.55386,53.856
0.029616,0.55386,53.856
0.029631,0.55386,53.856
0.029646,0.55385,53.856
0.029661,0.55385,53.856
0.029676,0.55385,53.856
0.02969,0.55385,53.856
0.029705,0.55385,53.856
0.02972,0.55386,53.856
0.029735,0.55386,53.856
0.02975,0.55386,53.856
0.029753,0.55386,53.856
0.029753,0.55386,53.856
0.029767,0.55386,53.856
0.029782,0.55386,53.856
0.029797,0.55385,53.856
0.029812,0.55385,53.856
0.029827,0.55385,53.856
0.029842,0.55385,53.856
0.029857,0.55385,53.856
0.029872,0.55386,53.856
0.029887,0.55386,53.856
0.029901,0.55386,53.856
0.029916,0.55386,53.856
0.029931,0.55386,53.856
0.029938,0.55386,53.856
0.029938,0.55386,53.856
0.029952,0.55385,53.856
0.029967,0.55385,53.856
0.029982,0.55385,53.856
0.029997,0.55385,53.856
0.030012,0.55385,53.856
0.030027,0.55386,53.856
0.030042,0.55386,53.856
0.030057,0.55386,53.856
0.030071,0.55386,53.856
0.030086,0.55386,53.856
0.030101,0.55385,53.856
0.030116,0.55385,53.856
0.030131,0.55385,53.856
0.030132,0.55385,53.856
0.030132,0.55385,53.856
0.030147,0.55385,53.856
0.030162,0.55385,53.856
0.030177,0.55385,53.856
0.030192,0.55386,53.856
0.030207,0.55386,53.856
0.030221,0.55386,53.856
0.030236,0.55386,53.856
0.030251,0.55386,53.856
0.030266,0.55385,53.856
0.030281,0.55385,53.856
0.030296,0.55385,53.856
0.030311,0.55385,53.856
0.030326,0.55385,53.856
0.030341,0.55385,53.856
0.030355,0.55386,53.856
0.03037,0.55386,53.856
0.030385,0.55386,53.856
0.0304,0.55386,53.856
0.030415,0.55386,53.856
0.03043,0.55385,53.856
0.030445,0.55385,53.856
0.03046,0.55385,53.856
0.030475,0.55385,53.856
0.030489,0.55385,53.856
0.030504,0.55385,53.856
0.030519,0.55386,53.856
0.030534,0.55386,53.856
0.030549,0.55386,53.856
0.030564,0.55386,53.856
0.030579,0.55385,53.856
0.030594,0.55385,53.856
0.030609,0.55385,53.856
0.030623,0.55385,53.856
0.030638,0.55385,53.856
0.030653,0.55385,53.856
0.030668,0.55385,53.856
0.030683,0.55386,53.856
0.030698,0.55386,53.856
0.030708,0.55386,53.856
0.030708,0.55386,53.856
0.030722,0.55386,53.856
0.030737,0.55385,53.856
0.030752,0.55385,53.856
0.030767,0.55385,53.856
0.030782,0.55385,53.856
0.030797,0.55385,53.856
0.030812,0.55385,53.856
0.030827,0.55386,53.856
0.030842,0.55386,53.856
0.030856,0.55386,53.856
0.030871,0.55386,53.856
0.030886,0.55385,53.856
0.030901,0.55385,53.856
0.030916,0.55385,53.856
0.030931,0.55385,53.856
0.030946,0.55385,53.856
0.030961,0.55385,53.856
0.030976,0.55385,53.856
0.03099,0.55386,53.856
0.031005,0.55386,53.856
0.03102,0.55386,53.856
0.031035,0.55386,53.856
0.03105,0.55385,53.856
0.031065,0.55385,53.856
0.03108,0.55385,53.856
0.031095,0.55385,53.856
0.031109,0.55385,53.856
0.031124,0.55385,53.856
0.031139,0.55385,53.856
0.031154,0.55385,53.856
0.031169,0.55386,53.856
0.031176,0.55386,53.856
0.031176,0.55386,53.856
0.031191,0.55385,53.856
0.031206,0.55385,53.856
0.031221,0.55385,53.856
0.031235,0.55385,53.856
0.03125,0.55385,53.856
0.031265,0.55385,53.856
0.03128,0.55385,53.856
0.031295,0.55386,53.856
0.03131,0.55386,53.856
0.031325,0.55386,53.856
0.03134,0.55385,53.856
0.031355,0.55385,53.856
0.031369,0.55385,53.856
0.031384,0.55385,53.856
0.031399,0.55385,53.856
0.031414,0.55385,53.856
0.031429,0.55385,53.856
0.031444,0.55385,53.856
0.031459,0.55386,53.856
0.031474,0.55386,53.856
0.031488,0.55386,53.856
0.031503,0.55385,53.856
0.031518,0.55385,53.856
0.031533,0.55385,53.856
0.031548,0.55385,53.856
0.031563,0.55385,53.856
0.031578,0.55385,53.856
0.031593,0.55385,53.856
0.031608,0.55385,53.856
0.031622,0.55386,53.856
0.031637,0.55386,53.856
0.031652,0.55385,53.856
0.031667,0.55385,53.856
0.031682,0.55385,53.856
0.031697,0.55385,53.856
0.031712,0.55385,53.856
0.031727,0.55385,53.856
0.031729,0.55385,53.856
0.031729,0.55385,53.856
0.031744,0.55385,53.856
0.031762,0.55385,53.856
0.03178,0.55385,53.856
0.031797,0.55385,53.856
0.031815,0.55386,53.856
0.031833,0.55386,53.856
0.031851,0.55386,53.856
0.031869,0.55386,53.856
0.031887,0.55386,53.856
0.031905,0.55385,53.856
0.031923,0.55385,53.856
0.03194,0.55385,53.856
0.031958,0.55386,53.856
0.031976,0.55386,53.856
0.031994,0.55386,53.856
0.032012,0.55386,53.856
0.03203,0.55386,53.856
0.032048,0.55386,53.856
0.032066,0.55386,53.856
0.032083,0.55385,53.856
0.032101,0.55385,53.856
0.032119,0.55386,53.856
0.032137,0.55386,53.856
0.032155,0.55386,53.856
0.032173,0.55386,53.856
0.032191,0.55386,53.856
0.032209,0.55386,53.856
0.032226,0.55386,53.856
0.032244,0.55385,53.856
0.032262,0.55385,53.856
0.03228,0.55385,53.856
0.032298,0.55385,53.856
0.032316,0.55385,53.856
0.032334,0.55386,53.856
0.032352,0.55386,53.856
0.03237,0.55386,53.856
0.032387,0.55385,53.856
0.032405,0.55385,53.856
0.032423,0.55385,53.856
0.032441,0.55385,53.856
0.032459,0.55385,53.856
0.032477,0.55385,53.856
0.032491,0.55386,53.856
0.032491,0.55386,53.856
0.032509,0.55386,53.856
0.032527,0.55386,53.856
0.032544,0.55386,53.856
0.032562,0.55385,53.856
0.03258,0.55385,53.856
0.032598,0.55385,53.856
0.032616,0.55385,53.856
0.032634,0.55385,53.856
0.032652,0.55385,53.856
0.03267,0.55386,53.856
0.032687,0.55386,53.856
0.032705,0.55385,53.856
0.032723,0.55385,53.856
0.032741,0.55385,53.856
0.032759,0.55385,53.856
0.032777,0.55385,53.856
0.032795,0.55385,53.856
0.032813,0.55385,53.856
0.03283,0.55385,53.856
0.032848,0.55385,53.856
0.032866,0.55385,53.856
0.032884,0.55385,53.856
0.032902,0.55385,53.856
0.03292,0.55385,53.856
0.032938,0.55385,53.856
0.032956,0.55385,53.856
0.032974,0.55385,53.856
0.032991,0.55385,53.856
0.033009,0.55385,53.856
0.033027,0.55386,53.856
0.033045,0.55386,53.856
0.033063,0.55386,53.856
0.033081,0.55386,53.856
0.033099,0.55386,53.856
0.033117,0.55386,53.856
0.033134,0.55385,53.856
0.033152,0.55385,53.856
0.033152,0.55385,53.856
0.03317,0.55386,53.856
0.033188,0.55386,53.856
0.033206,0.55386,53.856
0.033224,0.55386,53.856
0.033242,0.55386,53.856
0.033259,0.55386,53.856
0.033277,0.55386,53.856
0.033295,0.55385,53.856
0.033313,0.55386,53.856
0.033331,0.55386,53.856
0.033349,0.55386,53.856
0.033367,0.55386,53.856
0.033385,0.55385,53.856
0.033402,0.55385,53.856
0.03342,0.55385,53.856
0.033438,0.55385,53.856
0.033456,0.55385,53.856
0.033474,0.55386,53.856
0.033492,0.55386,53.856
0.03351,0.55386,53.856
0.033517,0.55386,53.856
0.033517,0.55386,53.856
0.033535,0.55385,53.856
0.033553,0.55385,53.856
0.033571,0.55385,53.856
0.033589,0.55385,53.856
0.033607,0.55385,53.856
0.033625,0.55386,53.856
0.033643,0.55386,53.856
0.033661,0.55386,53.856
0.033678,0.55385,53.856
0.033696,0.55385,53.856
0.033714,0.55385,53.856
0.033732,0.55385,53.856
0.03375,0.55385,53.856
0.033768,0.55385,53.856
0.033786,0.55385,53.856
0.033804,0.55386,53.856
0.033821,0.55386,53.856
0.033839,0.55386,53.856
0.033857,0.55386,53.856
0.033875,0.55386,53.856
0.033893,0.55386,53.856
0.033911,0.55385,53.856
0.033929,0.55385,53.856
0.033943,0.55385,53.856
0.033943,0.55385,53.856
0.033961,0.55386,53.856
0.033979,0.55386,53.856
0.033997,0.55386,53.856
0.034015,0.55386,53.856
0.034032,0.55386,53.856
0.03405,0.55386,53.856
0.034068,0.55386,53.856
0.034086,0.55385,53.856
0.034104,0.55385,53.856
0.034122,0.55385,53.856
0.03414,0.55385,53.856
0.034158,0.55385,53.856
0.034175,0.55386,53.856
0.034193,0.55386,53.856
0.034211,0.55386,53.856
0.034229,0.55386,53.856
0.034247,0.55385,53.856
0.034265,0.55385,53.856
0.034271,0.55385,53.856
0.034271,0.55385,53.856
0.034289,0.55385,53.856
0.034307,0.55385,53.856
0.034325,0.55385,53.856
0.034342,0.55386,53.856
0.03436,0.55386,53.856
0.034378,0.55386,53.856
0.034396,0.55386,53.856
0.034414,0.55385,53.856
0.034432,0.55385,53.856
0.03445,0.55385,53.856
0.034468,0.55385,53.856
0.034486,0.55385,53.856
0.034503,0.55386,53.856
0.034521,0.55386,53.856
0.034539,0.55386,53.856
0.034557,0.55386,53.856
0.034569,0.55385,53.856
0.034569,0.55385,53.856
0.034587,0.55385,53.856
0.034605,0.55385,53.856
0.034623,0.55385,53.856
0.03464,0.55385,53.856
0.034658,0.55386,53.856
0.034676,0.55386,53.856
0.034694,0.55386,53.856
0.034712,0.55385,53.856
0.03473,0.55385,53.856
0.034748,0.55385,53.856
0.034766,0.55385,53.856
0.034783,0.55385,53.856
0.034801,0.55385,53.856
0.034819,0.55385,53.856
0.034837,0.55386,53.856
0.034855,0.55386,53.856
0.034873,0.55386,53.856
0.034891,0.55386,53.856
0.034909,0.55386,53.856
0.034927,0.55385,53.856
0.034944,0.55385,53.856
0.034962,0.55385,53.856
0.03498,0.55385,53.856
0.034998,0.55386,53.856
0.035016,0.55386,53.856
0.035034,0.55386,53.856
0.035052,0.55386,53.856
0.03507,0.55386,53.856
0.035087,0.55386,53.856
0.035105,0.55386,53.856
0.035123,0.55386,53.856
0.035141,0.55385,53.856
0.035159,0.55385,53.856
0.035177,0.55385,53.856
0.035195,0.55385,53.856
0.035213,0.55385,53.856
0.03523,0.55385,53.856
0.035248,0.55386,53.856
0.035266,0.55386,53.856
0.035284,0.55385,53.856
0.035302,0.55385,53.856
0.035304,0.55385,53.856
0.035304,0.55385,53.856
0.035322,0.55385,53.856
0.035339,0.55385,53.856
0.035357,0.55385,53.856
0.035375,0.55385,53.856
0.035393,0.55386,53.856
0.035411,0.55386,53.856
0.035429,0.55386,53.856
0.035447,0.55385,53.856
0.035465,0.55385,53.856
0.035482,0.55385,53.856
0.0355,0.55385,53.856
0.035518,0.55385,53.856
0.035536,0.55385,53.856
0.035554,0.55385,53.856
0.035572,0.55385,53.856
0.03559,0.55386,53.856
0.035608,0.55386,53.856
0.035625,0.55386,53.856
0.035643,0.55386,53.856
0.035661,0.55386,53.856
0.035679,0.55386,53.856
0.035697,0.55385,53.856
0.035715,0.55385,53.856
0.035733,0.55385,53.856
0.035751,0.55386,53.856
0.035769,0.55386,53.856
0.035786,0.55386,53.856
0.035804,0.55386,53.856
0.035822,0.55386,53.856
0.03584,0.55385,53.856
0.035858,0.55385,53.856
0.035876,0.55385,53.856
0.035894,0.55385,53.856
0.035912,0.55385,53.856
0.035929,0.55386,53.856
0.035947,0.55386,53.856
0.035965,0.55386,53.856
0.035983,0.55386,53.856
0.036001,0.55385,53.856
0.036019,0.55385,53.856
0.036037,0.55385,53.856
0.036048,0.55385,53.856
0.036048,0.55385,53.856
0.036066,0.55385,53.856
0.036084,0.55386,53.856
0.036102,0.55386,53.856
0.03612,0.55386,53.856
0.036138,0.55386,53.856
0.036156,0.55385,53.856
0.036174,0.55385,53.856
0.036191,0.55385,53.856
0.036209,0.55385,53.856
0.036227,0.55385,53.856
0.036245,0.55386,53.856
0.036263,0.55386,53.856
0.036281,0.55386,53.856
0.036299,0.55386,53.856
0.036317,0.55385,53.856
0.036334,0.55385,53.856
0.036352,0.55385,53.856
0.03637,0.55385,53.856
0.036388,0.55385,53.856
0.036406,0.55386,53.856
0.036424,0.55386,53.856
0.036442,0.55386,53.856
0.03646,0.55386,53.856
0.036477,0.55385,53.856
0.036495,0.55385,53.856
0.036513,0.55385,53.856
0.036531,0.55385,53.856
0.036549,0.55385,53.856
0.036562,0.55385,53.856
0.036562,0.55385,53.856
0.036579,0.55386,53.856
0.036597,0.55386,53.856
0.036615,0.55386,53.856
0.036633,0.55386,53.856
