time,T [Nm],w [rad/s]
0.0077065,-106.19,434.71
0.0077163,-109.91,424.04
0.0077261,-113.45,413.01
0.0077359,-116.81,401.65
0.0077457,-120,389.96
0.0077555,-123.01,377.98
0.0077652,-125.85,365.7
0.007775,-128.52,353.16
0.0077848,-131.03,340.37
0.0077946,-133.38,327.34
0.0078044,-135.57,314.09
0.0078142,-137.6,300.63
0.007824,-139.49,286.99
0.0078338,-141.23,273.16
0.0078436,-142.83,259.18
0.0078565,-144.73,240.53
0.0078694,-146.41,221.65
0.0078823,-147.86,202.58
0.0078952,-149.11,183.33
0.0079081,-150.15,163.94
0.007921,-151,144.43
0.0079339,-151.67,124.82
0.0079508,-152.26,99.017
0.0079677,-152.54,73.144
0.0079802,-152.55,54.059
0.0079927,-152.4,34.986
0.0080051,-152.09,15.943
0.0080156,-151.69,1.07e-12
0.0080156,-151.69,-1.6789e-10
0.008028,-151.07,-18.93
0.0080449,-149.95,-44.444
0.0080579,-148.86,-63.918
0.0080709,-147.58,-83.236
0.0080839,-146.08,-102.37
0.0080969,-144.37,-121.3
0.0081099,-142.44,-139.98
0.0081229,-140.28,-158.4
0.0081359,-137.87,-176.52
0.0081489,-135.21,-194.3
0.0081619,-132.28,-211.72
0.0081749,-129.09,-228.74
0.0081879,-125.62,-245.33
0.0082009,-121.86,-261.44
0.0082139,-117.81,-277.05
0.0082269,-113.47,-292.1
0.0082399,-108.82,-306.58
0.0082529,-103.87,-320.42
0.0082659,-98.62,-333.6
0.0082789,-93.074,-346.08
0.0082919,-87.235,-357.82
0.0083048,-81.113,-368.78
0.0083178,-74.717,-378.92
0.0083308,-68.063,-388.21
0.0083438,-61.166,-396.62
0.0083568,-54.046,-404.12
0.0083698,-46.724,-410.69
0.0083828,-39.224,-416.28
0.0083958,-31.573,-420.89
0.0084061,-25.443,-423.83
0.0084153,-19.855,-425.93
0.0084153,-19.855,-425.93
0.0084256,-13.619,-427.66
0.0084359,-7.3494,-428.74
0.0084461,-1.0627,-429.18
0.0084564,5.2254,-428.97
0.0084666,11.499,-428.12
0.0084769,17.743,-426.63
0.0084872,23.941,-424.5
0.0084974,30.078,-421.73
0.0085077,36.14,-418.34
0.008518,42.111,-414.34
0.0085282,47.98,-409.72
0.0085385,53.733,-404.51
0.0085487,59.359,-398.72
0.008559,64.846,-392.36
0.0085693,70.186,-385.44
0.0085795,75.368,-377.98
0.0085898,80.386,-370
0.0086001,85.233,-361.52
0.0086103,89.902,-352.55
0.0086206,94.39,-343.1
0.0086308,98.694,-333.21
0.0086411,102.81,-322.89
0.0086514,106.74,-312.16
0.0086616,110.47,-301.03
0.0086719,114.02,-289.53
0.0086822,117.38,-277.68
0.0086924,120.55,-265.5
0.0087027,123.54,-252.99
0.0087129,126.35,-240.2
0.0087232,128.97,-227.12
0.0087335,131.43,-213.79
0.0087437,133.71,-200.22
0.008754,135.82,-186.42
0.0087642,137.78,-172.41
0.0087767,139.94,-155.13
0.0087892,141.88,-137.6
0.0088017,143.61,-119.83
0.0088141,145.12,-101.87
0.0088266,146.44,-83.738
0.0088417,147.77,-61.556
0.0088569,148.84,-39.197
0.008872,149.64,-16.7
0.0088832,150.06,-1.6552e-10
0.0088832,150.06,5.0338e-13
0.0088983,150.42,22.643
0.0089134,150.53,45.317
0.0089285,150.39,67.987
0.0089436,150.01,90.613
0.0089588,149.38,113.16
0.0089739,148.5,135.59
0.008989,147.36,157.86
0.0090041,145.96,179.94
0.0090193,144.27,201.78
0.0090344,142.31,223.34
0.0090495,140.04,244.58
0.0090646,137.46,265.45
0.0090797,134.55,285.9
0.0090949,131.3,305.88
0.0091069,128.48,321.39
0.0091189,125.42,336.53
0.0091309,122.14,351.3
0.0091429,118.61,365.65
0.0091549,114.84,379.57
0.0091669,110.83,393.01
0.0091789,106.57,405.96
0.0091909,102.07,418.38
0.009203,97.318,430.25
0.009215,92.325,441.52
0.009227,87.094,452.18
0.009239,81.63,462.2
0.009251,75.942,471.55
0.009263,70.039,480.2
0.009275,63.934,488.13
0.009287,57.639,495.31
0.009299,51.169,501.72
0.009311,44.543,507.35
0.009323,37.778,512.17
0.0093243,37.057,512.63
0.0093243,37.057,512.63
0.0093363,30.162,516.55
0.0093483,23.171,519.63
0.0093603,16.107,521.87
0.0093724,8.994,523.25
0.0093844,1.8543,523.78
0.0093964,-5.2877,523.45
0.0094084,-12.408,522.26
0.0094204,-19.483,520.23
0.0094324,-26.489,517.34
0.0094444,-33.404,513.62
0.0094564,-40.206,509.08
0.0094684,-46.875,503.73
0.0094804,-53.391,497.59
0.0094924,-59.737,490.68
0.0095045,-65.898,483.01
0.0095165,-71.859,474.62
0.0095285,-77.607,465.53
0.0095405,-83.132,455.76
0.0095525,-88.426,445.34
0.0095645,-93.481,434.31
0.0095765,-98.292,422.68
0.0095885,-102.86,410.49
0.0096005,-107.17,397.77
0.0096125,-111.24,384.54
0.0096246,-115.06,370.85
0.0096366,-118.63,356.71
0.009639,-119.34,353.74
0.009639,-119.34,353.74
0.009651,-122.62,339.11
0.0096631,-125.66,324.1
0.0096751,-128.47,308.74
0.0096871,-131.06,293.06
0.0096991,-133.42,277.08
0.0097111,-135.58,260.84
0.0097231,-137.52,244.35
0.0097351,-139.26,227.64
0.0097471,-140.81,210.73
0.0097591,-142.17,193.65
0.0097739,-143.59,172.52
0.0097886,-144.74,151.2
0.0098033,-145.63,129.73
0.009818,-146.28,108.15
0.0098327,-146.68,86.494
0.0098475,-146.84,64.802
0.0098622,-146.75,43.109
0.0098769,-146.43,21.448
0.0098915,-145.87,1.6139e-10
0.0098915,-145.87,-1.1127e-12
0.0099063,-145.07,-21.489
0.009921,-144.01,-42.838
0.0099357,-142.7,-64.009
0.0099504,-141.12,-84.964
0.0099651,-139.27,-105.66
0.0099799,-137.13,-126.07
0.0099946,-134.7,-146.13
0.010009,-131.96,-165.81
0.010024,-128.91,-185.07
0.010039,-125.53,-203.84
0.010053,-121.82,-222.09
0.010068,-117.76,-239.77
0.01008,-114.32,-253.22
0.010091,-110.66,-266.26
0.010103,-106.78,-278.87
0.010114,-102.68,-291
0.010126,-98.353,-302.66
0.010138,-93.807,-313.79
0.010149,-89.044,-324.39
0.010153,-87.601,-327.4
0.010153,-87.601,-327.4
0.010164,-82.562,-337.26
0.010176,-77.317,-346.53
0.010187,-71.874,-355.17
0.010199,-66.242,-363.18
0.01021,-60.432,-370.52
0.010222,-54.456,-377.18
0.010234,-48.327,-383.14
0.010245,-42.061,-388.38
0.010257,-35.673,-392.89
0.010268,-29.181,-396.65
0.01028,-22.603,-399.66
0.010291,-15.959,-401.9
0.010303,-9.2676,-403.37
0.010314,-2.5494,-404.07
0.010326,4.1749,-403.98
0.010338,10.885,-403.12
0.010349,17.56,-401.49
0.010361,24.18,-399.09
0.010372,30.726,-395.92
0.010384,37.179,-392.01
0.010395,43.52,-387.35
0.010407,49.732,-381.97
0.010419,55.801,-375.88
0.01043,61.711,-369.1
0.010442,67.449,-361.65
0.010453,73.004,-353.54
0.010465,78.365,-344.8
0.010476,83.523,-335.46
0.010488,88.472,-325.53
0.0105,93.205,-315.04
0.010511,97.719,-304.02
0.010523,102.01,-292.49
0.010534,106.08,-280.48
0.010546,109.92,-268.01
0.010557,113.54,-255.12
0.010568,116.69,-242.81
0.010568,116.69,-242.81
0.01058,119.88,-229.16
0.010591,122.85,-215.15
0.010603,125.62,-200.81
0.010614,128.17,-186.17
0.010626,130.52,-171.25
0.010638,132.67,-156.06
0.010649,134.63,-140.65
0.010661,136.39,-125.01
0.010672,137.98,-109.19
0.010686,139.67,-89.682
0.0107,141.11,-69.958
0.010714,142.3,-50.051
0.010729,143.26,-29.996
0.010743,143.98,-9.8255
0.01075,144.24,-4.0079e-13
0.01075,144.24,1.5917e-10
0.010764,144.63,20.281
0.010778,144.78,40.597
0.010792,144.72,60.917
0.010806,144.44,81.21
0.01082,143.93,101.44
0.010834,143.2,121.59
0.010848,142.25,141.61
0.010862,141.06,161.48
0.010876,139.63,181.16
0.01089,137.95,200.62
0.010904,136.03,219.83
0.010919,133.84,238.74
0.010928,132.21,251.3
0.010928,132.21,251.3
0.010942,129.57,269.64
0.010956,126.64,287.58
0.01097,123.42,305.09
0.010984,119.9,322.12
0.010999,116.08,338.63
0.011013,111.94,354.58
0.011027,107.49,369.92
0.011038,103.73,381.63
0.011049,99.772,392.91
0.01106,95.616,403.73
0.011071,91.263,414.08
0.011083,86.716,423.93
0.011094,81.98,433.26
0.011105,77.06,442.05
0.011116,71.962,450.27
0.011127,66.695,457.92
0.011139,61.266,464.97
0.01115,55.688,471.4
0.011161,49.97,477.2
0.011172,44.125,482.35
0.011183,38.167,486.84
0.011194,32.11,490.66
0.011206,25.97,493.8
0.011217,19.762,496.25
0.011228,13.503,497.99
0.011239,7.2103,499.04
0.01125,0.90108,499.38
0.011262,-5.4072,499.02
0.011273,-11.697,497.95
0.011284,-17.951,496.18
0.011285,-18.333,496.05
0.011285,-18.333,496.05
0.011296,-24.53,493.54
0.011307,-30.656,490.34
0.011318,-36.696,486.47
0.011329,-42.635,481.92
0.011341,-48.457,476.72
0.011352,-54.15,470.87
0.011363,-59.701,464.4
0.011374,-65.099,457.31
0.011385,-70.333,449.63
0.011396,-75.396,441.38
0.011408,-80.278,432.57
0.011419,-84.974,423.22
0.01143,-89.479,413.37
0.011441,-93.787,403.02
0.011452,-97.897,392.2
0.011464,-101.81,380.93
0.011475,-105.51,369.24
0.011486,-109.02,357.15
0.011497,-112.32,344.68
0.011508,-115.43,331.85
0.011519,-118.33,318.69
0.011531,-121.04,305.21
0.011542,-123.57,291.44
0.011553,-125.9,277.41
0.011564,-128.05,263.12
0.011575,-130.02,248.61
0.011587,-131.81,233.88
0.0116,-133.74,215.97
0.011613,-135.43,197.81
0.011627,-136.88,179.45
0.01164,-138.11,160.9
0.011654,-139.12,142.21
0.01167,-140.06,119.14
0.011687,-140.68,95.945
0.011703,-140.99,72.675
0.011719,-141,49.382
0.011736,-140.69,26.119
0.011752,-140.08,2.9348
0.011754,-139.98,1.5425e-10
0.011754,-139.98,-1.7173e-12
0.011771,-139.01,-23.033
0.011787,-137.72,-45.877
0.011804,-136.1,-68.478
0.01182,-134.15,-90.782
0.011837,-131.85,-112.73
0.011853,-129.18,-134.27
0.01187,-126.15,-155.34
0.011886,-122.73,-175.87
0.011899,-119.81,-191.34
0.011911,-116.66,-206.42
0.011924,-113.26,-221.08
0.011937,-109.61,-235.29
0.01195,-105.7,-249.02
0.011962,-101.55,-262.23
0.011975,-97.146,-274.9
0.011988,-92.491,-287
0.012001,-87.589,-298.48
0.012013,-82.445,-309.32
0.012026,-77.066,-319.49
0.012039,-71.461,-328.96
0.012051,-65.64,-337.7
0.012064,-59.616,-345.69
0.012077,-53.404,-352.9
0.01209,-47.019,-359.31
0.012102,-40.479,-364.89
0.012115,-33.804,-369.63
0.012128,-27.015,-373.52
0.01214,-20.135,-376.53
0.012153,-13.186,-378.67
0.012166,-6.1931,-379.92
0.012179,0.81998,-380.27
0.012191,7.8281,-379.74
0.012204,14.807,-378.31
0.012217,21.731,-376.01
0.01223,28.578,-372.82
0.012242,35.323,-368.77
0.012255,41.946,-363.87
0.012268,48.426,-358.14
0.012277,53.117,-353.38
0.012277,53.117,-353.38
0.01229,59.303,-346.24
0.012303,65.297,-338.34
0.012315,71.085,-329.68
0.012328,76.654,-320.31
0.012341,81.995,-310.24
0.012353,87.097,-299.51
0.012366,91.956,-288.14
0.012379,96.565,-276.18
0.012392,100.92,-263.64
0.012404,105.02,-250.57
0.012417,108.87,-237
0.01243,112.47,-222.96
0.012442,115.81,-208.47
0.012455,118.91,-193.58
0.012468,121.76,-178.31
0.012481,124.37,-162.69
0.012493,126.75,-146.76
0.012506,128.9,-130.55
0.012519,130.83,-114.07
0.012532,132.54,-97.37
0.012544,134.04,-80.465
0.012557,135.33,-63.384
0.012573,136.66,-41.949
0.012589,137.69,-20.332
0.012603,138.38,-8.6488e-11
0.012603,138.38,8.571e-11
0.012619,138.83,21.836
0.012635,139,43.719
0.012651,138.89,65.602
0.012667,138.49,87.441
0.012682,137.8,109.19
0.012698,136.82,130.81
0.012714,135.55,152.24
0.01273,133.98,173.44
0.012746,132.1,194.37
0.012761,129.9,214.98
0.012777,127.38,235.2
0.012793,124.52,255
0.012809,121.31,274.32
0.012822,118.5,289.36
0.012834,115.46,304.03
0.012847,112.18,318.3
0.012859,108.67,332.14
0.012872,104.92,345.52
0.012885,100.93,358.41
0.012897,96.705,370.78
0.01291,92.242,382.59
0.012917,89.461,389.39
0.012917,89.461,389.39
0.01293,84.626,400.27
0.012943,79.566,410.52
0.012955,74.287,420.12
0.012968,68.799,429.03
0.012981,63.112,437.24
0.012993,57.238,444.72
0.013006,51.191,451.45
0.013018,44.988,457.4
0.013031,38.644,462.56
0.013044,32.179,466.91
0.013056,25.612,470.44
0.013069,18.964,473.13
0.013082,12.257,474.98
0.013094,5.5134,475.98
0.013107,-1.2445,476.12
0.013119,-7.9937,475.42
0.013132,-14.711,473.86
0.013145,-21.375,471.46
0.013157,-27.963,468.22
0.01317,-34.453,464.16
0.013183,-40.827,459.28
0.013195,-47.064,453.61
0.013208,-53.147,447.17
0.01322,-59.06,439.96
0.013233,-64.789,432.02
0.013246,-70.321,423.38
0.013249,-71.67,421.11
0.013249,-71.67,421.11
0.013262,-76.939,411.61
0.013274,-81.988,401.46
0.013287,-86.809,390.69
0.013299,-91.397,379.33
0.013312,-95.748,367.4
0.013325,-99.858,354.94
0.013337,-103.73,341.98
0.01335,-107.35,328.55
0.013363,-110.74,314.68
0.013375,-113.89,300.39
0.013388,-116.8,285.73
0.0134,-119.49,270.71
0.013413,-121.94,255.38
0.013426,-124.17,239.74
0.013438,-126.18,223.85
0.013451,-127.98,207.71
0.013464,-129.57,191.36
0.013476,-130.95,174.83
0.013491,-132.36,154.53
0.013507,-133.49,134.05
0.013522,-134.33,113.42
0.013538,-134.89,92.683
0.013553,-135.17,71.885
0.013568,-135.19,51.067
0.013584,-134.93,30.271
0.013599,-134.4,9.5389
0.013606,-134.07,4.7895e-13
0.013606,-134.07,-1.489e-10
0.013621,-133.13,-20.564
0.013637,-131.92,-40.961
0.013652,-130.42,-61.146
0.013667,-128.63,-81.077
0.013683,-126.54,-100.71
0.013698,-124.15,-119.99
0.013713,-121.44,-138.88
0.013729,-118.41,-157.32
0.013744,-115.05,-175.28
0.013759,-111.36,-192.69
0.013775,-107.32,-209.5
0.013787,-103.87,-222.44
0.013799,-100.19,-234.93
0.013811,-96.298,-246.96
0.013823,-92.188,-258.5
0.013836,-87.863,-269.53
0.013848,-83.327,-280.01
0.01386,-78.585,-289.93
0.013872,-73.642,-299.25
0.013885,-68.507,-307.95
0.013897,-63.188,-316.02
0.013909,-57.696,-323.42
0.013921,-52.042,-330.15
0.013933,-46.24,-336.17
0.013946,-40.303,-341.48
0.013958,-34.249,-346.05
0.01397,-28.093,-349.87
0.013982,-21.853,-352.94
0.013987,-19.168,-354.02
0.013987,-19.168,-354.02
0.014,-12.841,-355.99
0.014012,-6.4752,-357.19
0.014024,-0.091404,-357.61
0.014036,6.2908,-357.25
0.014049,12.651,-356.11
0.014061,18.971,-354.19
0.014073,25.23,-351.51
0.014085,31.409,-348.07
0.014097,37.492,-343.88
0.01411,43.46,-338.96
0.014122,49.297,-333.31
0.014134,54.989,-326.96
0.014146,60.523,-319.93
0.014158,65.885,-312.23
0.014171,71.065,-303.89
0.014183,76.054,-294.93
0.014195,80.843,-285.37
0.014207,85.426,-275.25
0.014219,89.797,-264.57
0.014232,93.952,-253.38
0.014244,97.889,-241.7
0.014256,101.61,-229.54
0.014268,105.1,-216.95
0.014281,108.38,-203.95
0.014293,111.44,-190.56
0.014305,114.28,-176.82
0.014317,116.91,-162.74
0.014329,119.33,-148.35
0.014342,121.54,-133.69
0.014354,123.54,-118.77
0.014366,125.35,-103.62
0.014378,126.96,-88.256
0.014393,128.65,-69.441
0.014408,130.07,-50.4
0.014423,131.22,-31.171
0.014437,132.1,-11.796
0.014446,132.52,-4.6863e-13
0.014446,132.52,1.4607e-10
0.014461,132.99,19.532
0.014476,133.21,39.113
0.014491,133.18,58.704
0.014505,132.89,78.27
0.01452,132.36,97.772
0.014535,131.57,117.17
0.01455,130.53,136.44
0.014564,129.22,155.52
0.014579,127.65,174.4
0.014594,125.81,193.01
0.014609,123.7,211.34
0.014624,121.31,229.32
0.014638,118.62,246.93
0.014653,115.65,264.12
0.014668,112.38,280.85
0.014683,108.81,297.07
0.014697,104.93,312.74
0.014712,100.75,327.81
0.014727,96.253,342.23
0.014742,91.456,355.97
0.014753,87.426,366.37
0.014765,83.209,376.29
0.014777,78.807,385.7
0.014789,74.227,394.58
0.0148,69.475,402.91
0.014812,64.558,410.67
0.014824,59.484,417.85
0.014836,54.263,424.42
0.014847,48.905,430.37
0.014859,43.423,435.68
0.014871,37.829,440.34
0.014873,36.932,441.02
0.014873,36.932,441.02
0.014884,31.225,444.91
0.014896,25.436,448.13
0.014908,19.582,450.66
0.01492,13.676,452.5
0.014931,7.7362,453.65
0.014943,1.7786,454.09
0.014955,-4.1801,453.84
0.014967,-10.123,452.89
0.014978,-16.034,451.24
0.01499,-21.896,448.9
0.015002,-27.693,445.88
0.015014,-33.411,442.18
0.015025,-39.034,437.82
0.015037,-44.548,432.8
0.015049,-49.941,427.14
0.015061,-55.199,420.86
0.015072,-60.313,413.97
0.015084,-65.272,406.49
0.015096,-70.067,398.44
0.015108,-74.691,389.83
0.015119,-79.136,380.69
0.015131,-83.397,371.05
0.015143,-87.47,360.91
0.015155,-91.351,350.31
0.015166,-95.037,339.27
0.015178,-98.528,327.81
0.01519,-101.82,315.95
0.015201,-104.92,303.71
0.015213,-107.82,291.13
0.015225,-110.53,278.22
0.015237,-113.04,265
0.015248,-115.36,251.5
0.015252,-116.1,246.94
0.015252,-116.1,246.94
0.015264,-118.17,233.1
0.015276,-120.06,219.03
0.015288,-121.76,204.74
0.015302,-123.6,187.09
0.015316,-125.18,169.2
0.01533,-126.5,151.1
0.015345,-127.58,132.83
0.015359,-128.4,114.43
0.015373,-128.99,95.93
0.015388,-129.33,77.367
0.015402,-129.44,58.775
0.015416,-129.3,40.187
0.015431,-128.93,21.638
0.015445,-128.32,3.1621
0.015447,-128.19,6.728e-13
0.015447,-128.19,-1.422e-10
0.015462,-127.3,-18.347
0.015476,-126.16,-36.546
0.01549,-124.78,-54.562
0.015505,-123.14,-72.36
0.015519,-121.25,-89.903
0.015533,-119.1,-107.15
0.015548,-116.68,-124.08
0.015562,-114,-140.63
0.015576,-111.04,-156.78
0.01559,-107.8,-172.48
0.015605,-104.28,-187.7
0.015619,-100.48,-202.39
0.015633,-96.404,-216.52
0.015648,-92.042,-230.04
0.015649,-91.756,-230.88
0.015649,-91.756,-230.88
0.015663,-87.097,-243.71
0.015677,-82.164,-255.85
0.015692,-76.964,-267.27
0.015706,-71.506,-277.92
0.01572,-65.801,-287.78
0.015734,-59.861,-296.8
0.015749,-53.704,-304.95
0.015763,-47.347,-312.21
0.015777,-40.81,-318.54
0.015792,-34.117,-323.93
0.015806,-27.29,-328.35
0.01582,-20.356,-331.78
0.015835,-13.342,-334.21
0.015846,-7.7469,-335.43
0.015857,-2.1336,-336.01
0.015869,3.4835,-335.95
0.01588,9.0899,-335.25
0.015891,14.671,-333.93
0.015903,20.213,-331.97
0.015914,25.702,-329.39
0.015925,31.124,-326.18
0.015937,36.466,-322.37
0.015948,41.717,-317.96
0.015959,46.863,-312.96
0.015971,51.894,-307.39
0.015982,56.801,-301.25
0.015993,61.573,-294.57
0.016005,66.202,-287.35
0.016016,70.682,-279.62
0.016027,75.004,-271.39
0.016039,79.164,-262.68
0.01605,83.156,-253.5
0.016061,86.978,-243.89
0.016073,90.625,-233.86
0.016084,94.096,-223.42
0.016095,97.389,-212.6
0.016107,100.5,-201.42
0.016118,103.44,-189.9
0.016129,106.19,-178.05
0.016141,108.77,-165.91
0.016152,111.18,-153.48
0.016163,113.41,-140.79
0.016175,115.46,-127.87
0.016188,117.71,-112.01
0.016202,119.72,-95.873
0.016207,120.43,-89.526
0.016207,120.43,-89.526
0.016221,122.11,-73.04
0.016234,123.55,-56.343
0.016248,124.76,-39.468
0.016264,125.92,-18.988
0.01628,126.71,-5.6888e-13
0.01628,126.71,2.9716e-10
0.016296,127.26,20.743
0.016312,127.5,41.546
0.016329,127.42,62.36
0.016345,127.04,83.132
0.016351,126.81,90.998
0.016351,126.81,90.998
0.016368,125.99,111.63
0.016384,124.86,132.1
0.016401,123.42,152.35
0.016417,121.65,172.34
0.016433,119.55,192.01
0.01645,117.11,211.3
0.016466,114.34,230.16
0.016483,111.22,248.54
0.016499,107.75,266.37
0.016512,104.75,280.04
0.016525,101.54,293.3
0.016538,98.095,306.13
0.016551,94.432,318.5
0.016564,90.546,330.38
0.016577,86.441,341.73
0.01659,82.119,352.55
0.016603,77.586,362.78
0.016616,72.848,372.42
0.016629,67.911,381.42
0.016641,62.786,389.78
0.016654,57.482,397.45
0.016667,52.011,404.43
0.01668,46.388,410.69
0.016693,40.625,416.21
0.016706,34.739,420.97
0.016719,28.748,424.96
0.016732,22.669,428.18
0.016745,16.521,430.59
0.016758,10.324,432.21
0.016771,4.098,433.03
0.016784,-2.1368,433.03
0.016797,-8.3599,432.23
0.01681,-14.551,430.63
0.01682,-19.441,428.78
0.01682,-19.441,428.78
0.016833,-25.524,425.74
0.016846,-31.52,421.93
0.016859,-37.411,417.34
0.016872,-43.179,412
0.016885,-48.809,405.93
0.016898,-54.285,399.13
0.016911,-59.594,391.63
0.016924,-64.725,383.47
0.016937,-69.665,374.64
0.01695,-74.407,365.2
0.016963,-78.941,355.15
0.016976,-83.263,344.53
0.016989,-87.366,333.37
0.017002,-91.248,321.69
0.017015,-94.905,309.52
0.017028,-98.336,296.9
0.01704,-101.54,283.84
0.017053,-104.52,270.39
0.017066,-107.27,256.57
0.017079,-109.8,242.41
0.017092,-112.11,227.94
0.017105,-114.21,213.18
0.017118,-116.08,198.17
0.017131,-117.75,182.93
0.017144,-119.2,167.49
0.01716,-120.69,148.54
0.017176,-121.88,129.37
0.017191,-122.77,110.05
0.017207,-123.37,90.606
0.017223,-123.69,71.097
0.017238,-123.72,51.564
0.017254,-123.46,32.053
0.01727,-122.91,12.608
0.01728,-122.4,2.723e-10
0.01728,-122.4,-5.298e-13
0.017296,-121.37,-19.236
0.017312,-120.05,-38.285
0.017327,-118.44,-57.101
0.017343,-116.53,-75.636
0.017359,-114.31,-93.844
0.017374,-111.78,-111.68
0.01739,-108.94,-129.08
0.017406,-105.78,-146.02
0.017422,-102.3,-162.43
0.017437,-98.498,-178.26
0.017453,-94.374,-193.47
0.017469,-89.928,-208
0.017484,-85.165,-221.81
0.017497,-81.151,-232.24
0.017509,-76.943,-242.16
0.017522,-72.547,-251.55
0.017534,-67.968,-260.36
0.017547,-63.214,-268.6
0.017559,-58.294,-276.23
0.017572,-53.218,-283.23
0.017585,-47.996,-289.59
0.017597,-42.641,-295.28
0.01761,-37.166,-300.3
0.017622,-31.585,-304.62
0.017635,-25.913,-308.24
0.017647,-20.166,-311.15
0.01766,-14.361,-313.33
0.017672,-8.5149,-314.78
0.017685,-2.6451,-315.51
0.017697,3.2308,-315.49
0.01771,9.0949,-314.74
0.017722,14.929,-313.27
0.017735,20.717,-311.06
0.017747,26.441,-308.13
0.01776,32.084,-304.5
0.017772,37.632,-300.16
0.017785,43.068,-295.14
0.017797,48.379,-289.45
0.017803,50.86,-286.5
0.017803,50.86,-286.5
0.017816,55.964,-279.85
0.017828,60.912,-272.57
0.017841,65.695,-264.68
0.017853,70.304,-256.2
0.017866,74.731,-247.16
0.017878,78.969,-237.58
0.017891,83.013,-227.48
0.017903,86.858,-216.89
0.017916,90.502,-205.84
0.017928,93.941,-194.34
0.017941,97.176,-182.43
0.017953,100.2,-170.12
0.017966,103.03,-157.45
0.017978,105.64,-144.45
0.017991,108.06,-131.13
0.018003,110.27,-117.52
0.018016,112.28,-103.65
0.018028,114.09,-89.543
0.018041,115.71,-75.223
0.018056,117.43,-57.345
0.018072,118.87,-39.226
0.018087,120.02,-20.911
0.018102,120.9,-2.4421
0.018104,120.99,-1.0245e-12
0.018104,120.99,2.6653e-10
0.01812,121.55,18.59
0.018135,121.84,37.243
0.018151,121.85,55.915
0.018166,121.59,74.566
0.018181,121.06,93.153
0.018197,120.26,111.63
0.018212,119.18,129.97
0.018227,117.82,148.11
0.018243,116.18,166.02
0.018258,114.26,183.66
0.018274,112.05,200.97
0.018289,109.56,217.92
0.018304,106.76,234.46
0.01832,103.68,250.54
0.018335,100.29,266.12
0.018351,96.603,281.16
0.018366,92.618,295.6
0.018381,88.336,309.41
0.018392,85.07,318.93
0.018392,85.07,318.93
0.018408,80.288,331.53
0.018423,75.223,343.37
0.018439,69.886,354.41
0.018454,64.289,364.61
0.018469,58.445,373.92
0.018485,52.374,382.31
0.0185,46.093,389.76
0.018516,39.625,396.22
0.018531,32.995,401.67
0.018546,26.228,406.09
0.018559,20.764,408.86
0.018571,15.246,410.95
0.018583,9.6898,412.37
0.018595,4.1101,413.1
0.018608,-1.477,413.15
0.01862,-7.0556,412.51
0.018632,-12.61,411.2
0.018644,-18.125,409.2
0.018657,-23.584,406.54
0.018669,-28.974,403.21
0.018681,-34.28,399.22
0.018693,-39.488,394.6
0.018706,-44.585,389.34
0.018718,-49.56,383.46
0.01873,-54.402,376.99
0.018742,-59.1,369.93
0.018755,-63.645,362.31
0.018767,-68.029,354.14
0.018779,-72.246,345.44
0.018781,-72.917,343.97
0.018781,-72.917,343.97
0.018793,-76.93,334.69
0.018806,-80.764,324.93
0.018818,-84.414,314.72
0.01883,-87.876,304.07
0.018842,-91.15,293.01
0.018855,-94.232,281.56
0.018867,-97.123,269.74
0.018879,-99.822,257.59
0.018891,-102.33,245.11
0.018904,-104.65,232.35
0.018916,-106.77,219.31
0.018928,-108.71,206.02
0.01894,-110.47,192.52
0.018955,-112.35,175.83
0.01897,-113.96,158.88
0.018985,-115.31,141.72
0.019,-116.39,124.38
0.019015,-117.21,106.9
0.01903,-117.78,89.323
0.019045,-118.09,71.68
0.019059,-118.14,54.014
0.019074,-117.94,36.361
0.019089,-117.48,18.76
0.019104,-116.77,1.2478
0.019105,-116.71,9.0017e-13
0.019105,-116.71,-4.7493e-10
0.01912,-115.72,-17.373
0.019135,-114.47,-34.578
0.01915,-112.97,-51.575
0.019165,-111.2,-68.326
0.01918,-109.16,-84.791
0.019194,-106.85,-100.93
0.019209,-104.28,-116.7
0.019224,-101.43,-132.07
0.019239,-98.303,-146.99
0.019254,-94.903,-161.42
0.019269,-91.229,-175.33
0.019284,-87.282,-188.66
0.019299,-83.065,-201.39
0.019314,-78.584,-213.47
0.019328,-73.844,-224.85
0.019343,-68.853,-235.52
0.019358,-63.624,-245.41
0.019373,-58.167,-254.52
0.019388,-52.497,-262.79
0.019403,-46.632,-270.21
0.019418,-40.59,-276.73
0.019433,-34.391,-282.35
0.019447,-28.057,-287.03
0.019453,-25.672,-288.52
0.019453,-25.672,-288.52
0.019468,-19.193,-291.9
0.019483,-12.639,-294.3
0.019498,-6.0358,-295.72
0.019513,0.58976,-296.15
0.019527,7.21,-295.6
0.019542,13.798,-294.07
0.019557,20.326,-291.56
0.019572,26.768,-288.09
0.019587,33.099,-283.66
0.019602,39.296,-278.3
0.019617,45.335,-272.04
0.019632,51.196,-264.89
0.019647,56.86,-256.88
0.019661,62.31,-248.05
0.019676,67.532,-238.42
0.019691,72.512,-228.03
0.019706,77.241,-216.93
0.019721,81.71,-205.14
0.019736,85.912,-192.71
0.019751,89.843,-179.67
0.019766,93.498,-166.07
0.01978,96.877,-151.95
0.019795,99.979,-137.35
