time,T [Nm],w [rad/s]
0,0,0
3.1652e-30,-1.4202e-24,-1.5826e-26
1.8398e-09,-0.00082553,-9.2064e-06
1.1039e-08,-0.0049531,-5.5466e-05
5.7033e-08,-0.02559,-0.00029246
1.0303e-07,-0.046224,-0.00053895
1.6579e-07,-0.074376,-0.00089059
2.4792e-07,-0.11121,-0.0013775
3.5177e-07,-0.15777,-0.0020364
4.794e-07,-0.21498,-0.0029124
6.3256e-07,-0.28362,-0.00406
7.8572e-07,-0.35222,-0.0053127
9.8974e-07,-0.44356,-0.0071446
1.1938e-06,-0.53486,-0.0091628
1.4518e-06,-0.65026,-0.011982
1.7098e-06,-0.76558,-0.015098
2.0228e-06,-0.90539,-0.019279
2.3358e-06,-1.0451,-0.023896
2.6488e-06,-1.1847,-0.028951
3.0398e-06,-1.3589,-0.035878
3.4308e-06,-1.5329,-0.043486
3.8218e-06,-1.7068,-0.051774
4.2127e-06,-1.8805,-0.060741
4.6998e-06,-2.0966,-0.072861
5.1869e-06,-2.3125,-0.086034
5.6739e-06,-2.5281,-0.10026
6.161e-06,-2.7435,-0.11553
6.648e-06,-2.9586,-0.13185
7.2436e-06,-3.2212,-0.15323
7.8392e-06,-3.4835,-0.17617
8.4347e-06,-3.7454,-0.20067
9.0303e-06,-4.0069,-0.22674
9.6258e-06,-4.268,-0.25435
1.0221e-05,-4.5287,-0.28352
1.0817e-05,-4.789,-0.31425
1.1413e-05,-5.049,-0.34652
1.2008e-05,-5.3085,-0.38034
1.2604e-05,-5.5677,-0.4157
1.3199e-05,-5.8265,-0.4526
1.3795e-05,-6.0849,-0.49105
1.439e-05,-6.3429,-0.53103
1.4986e-05,-6.6006,-0.57255
1.5581e-05,-6.8579,-0.6156
1.6177e-05,-7.1147,-0.66018
1.6773e-05,-7.3712,-0.70629
1.7368e-05,-7.6273,-0.75393
1.7964e-05,-7.8831,-0.80309
1.8559e-05,-8.1384,-0.85377
1.9155e-05,-8.3934,-0.90597
1.975e-05,-8.648,-0.95969
2.0346e-05,-8.9022,-1.0149
2.0941e-05,-9.1561,-1.0717
2.1537e-05,-9.4096,-1.1299
2.2133e-05,-9.6626,-1.1897
2.2728e-05,-9.9154,-1.251
2.3324e-05,-10.168,-1.3137
2.3919e-05,-10.42,-1.378
2.4515e-05,-10.671,-1.4438
2.511e-05,-10.922,-1.511
2.5706e-05,-11.173,-1.5798
2.6301e-05,-11.424,-1.6501
2.6897e-05,-11.674,-1.7218
2.7493e-05,-11.924,-1.7951
2.8088e-05,-12.173,-1.8698
2.8684e-05,-12.422,-1.946
2.9279e-05,-12.671,-2.0237
2.9875e-05,-12.919,-2.1028
3.047e-05,-13.167,-2.1835
3.1066e-05,-13.414,-2.2656
3.1661e-05,-13.661,-2.3492
3.2257e-05,-13.908,-2.4342
3.2853e-05,-14.154,-2.5208
3.3448e-05,-14.4,-2.6088
3.4044e-05,-14.646,-2.6982
3.4639e-05,-14.891,-2.7891
3.5235e-05,-15.136,-2.8815
3.583e-05,-15.381,-2.9753
3.6426e-05,-15.625,-3.0706
3.7021e-05,-15.869,-3.1674
3.7617e-05,-16.112,-3.2656
3.8213e-05,-16.356,-3.3652
3.8808e-05,-16.598,-3.4663
3.9404e-05,-16.841,-3.5688
3.9999e-05,-17.083,-3.6728
4.0595e-05,-17.324,-3.7782
4.119e-05,-17.566,-3.8851
4.1786e-05,-17.807,-3.9934
4.2382e-05,-18.047,-4.1031
4.2977e-05,-18.287,-4.2142
4.3573e-05,-18.527,-4.3268
4.4291e-05,-18.816,-4.4645
4.5009e-05,-19.104,-4.6042
4.5727e-05,-19.392,-4.746
4.6445e-05,-19.679,-4.8898
4.7163e-05,-19.966,-5.0357
4.7882e-05,-20.252,-5.1837
4.86e-05,-20.538,-5.3337
4.9318e-05,-20.823,-5.4858
5.0036e-05,-21.107,-5.6399
5.0754e-05,-21.392,-5.7961
5.1472e-05,-21.675,-5.9543
5.2191e-05,-21.958,-6.1145
5.2909e-05,-22.241,-6.2768
5.3627e-05,-22.523,-6.441
5.4345e-05,-22.804,-6.6074
5.5063e-05,-23.086,-6.7757
5.5782e-05,-23.366,-6.946
5.65e-05,-23.646,-7.1184
5.7218e-05,-23.926,-7.2927
5.809e-05,-24.264,-7.5072
5.8962e-05,-24.602,-7.7246
5.9834e-05,-24.94,-7.9449
6.0707e-05,-25.276,-8.1682
6.1579e-05,-25.612,-8.3944
6.2451e-05,-25.947,-8.6235
6.3323e-05,-26.282,-8.8556
6.4195e-05,-26.615,-9.0905
6.5067e-05,-26.948,-9.3284
6.594e-05,-27.28,-9.5692
6.7001e-05,-27.683,-9.8659
6.8061e-05,-28.085,-10.167
6.9122e-05,-28.486,-10.472
7.0183e-05,-28.886,-10.782
7.1244e-05,-29.284,-11.096
7.2305e-05,-29.682,-11.414
7.3594e-05,-30.164,-11.805
7.4882e-05,-30.643,-12.203
7.617e-05,-31.122,-12.607
7.7459e-05,-31.598,-13.018
7.8747e-05,-32.074,-13.434
8.0035e-05,-32.547,-13.857
8.1324e-05,-33.019,-14.285
8.2612e-05,-33.49,-14.72
8.39e-05,-33.959,-15.161
8.5189e-05,-34.426,-15.608
8.6477e-05,-34.892,-16.06
8.7765e-05,-35.356,-16.519
8.9054e-05,-35.819,-16.984
9.0342e-05,-36.281,-17.454
9.163e-05,-36.74,-17.931
9.2919e-05,-37.199,-18.413
9.4207e-05,-37.655,-18.902
9.5495e-05,-38.111,-19.396
9.6784e-05,-38.564,-19.896
9.8072e-05,-39.017,-20.402
9.936e-05,-39.467,-20.914
0.00010065,-39.917,-21.431
0.00010194,-40.364,-21.955
0.00010323,-40.811,-22.484
0.00010451,-41.256,-23.019
0.0001058,-41.699,-23.559
0.00010709,-42.141,-24.105
0.00010838,-42.581,-24.657
0.00010967,-43.02,-25.215
0.00011096,-43.457,-25.778
0.00011224,-43.893,-26.347
0.00011353,-44.328,-26.921
0.00011482,-44.761,-27.501
0.00011611,-45.193,-28.087
0.0001174,-45.623,-28.678
0.00011895,-46.138,-29.395
0.00012049,-46.651,-30.121
0.00012204,-47.162,-30.855
0.00012359,-47.671,-31.596
0.00012514,-48.178,-32.346
0.00012669,-48.683,-33.103
0.00012824,-49.185,-33.868
0.00012979,-49.686,-34.641
0.00013133,-50.185,-35.421
0.00013288,-50.681,-36.21
0.00013443,-51.176,-37.005
0.00013598,-51.669,-37.809
0.00013753,-52.159,-38.62
0.00013908,-52.648,-39.439
0.00014063,-53.134,-40.265
0.00014217,-53.619,-41.098
0.00014372,-54.101,-41.94
0.00014527,-54.581,-42.788
0.00014682,-55.06,-43.644
0.00014837,-55.536,-44.508
0.00014992,-56.011,-45.378
0.00015147,-56.483,-46.257
0.00015301,-56.954,-47.142
0.00015456,-57.422,-48.035
0.00015611,-57.889,-48.934
0.00015766,-58.353,-49.841
0.00015921,-58.816,-50.756
0.00016076,-59.277,-51.677
0.00016231,-59.735,-52.605
0.00016385,-60.192,-53.541
0.0001654,-60.647,-54.483
0.00016695,-61.1,-55.433
0.0001685,-61.55,-56.39
0.00017005,-61.999,-57.353
0.0001716,-62.446,-58.324
0.00017315,-62.891,-59.301
0.00017469,-63.334,-60.285
0.00017624,-63.775,-61.276
0.00017779,-64.215,-62.274
0.00017934,-64.652,-63.278
0.00018089,-65.087,-64.29
0.00018244,-65.521,-65.308
0.00018399,-65.952,-66.333
0.00018554,-66.382,-67.364
0.00018708,-66.809,-68.402
0.00018863,-67.235,-69.446
0.00019018,-67.658,-70.498
0.00019173,-68.08,-71.555
0.00019328,-68.5,-72.619
0.00019483,-68.918,-73.69
0.00019638,-69.334,-74.767
0.00019792,-69.748,-75.851
0.00019947,-70.16,-76.94
0.00020102,-70.571,-78.037
0.00020257,-70.979,-79.139
0.00020412,-71.386,-80.248
0.00020567,-71.79,-81.363
0.00020722,-72.193,-82.485
0.00020876,-72.593,-83.612
0.00021031,-72.992,-84.746
0.00021186,-73.389,-85.886
0.00021341,-73.784,-87.032
0.00021496,-74.177,-88.184
0.00021651,-74.568,-89.342
0.00021806,-74.957,-90.506
0.0002196,-75.344,-91.676
0.00022115,-75.729,-92.852
0.0002227,-76.113,-94.034
0.00022425,-76.494,-95.222
0.0002258,-76.873,-96.416
0.00022735,-77.251,-97.615
0.00022924,-77.711,-99.093
0.00023114,-78.168,-100.58
0.00023304,-78.622,-102.07
0.00023494,-79.073,-103.58
0.00023683,-79.521,-105.09
0.00023873,-79.966,-106.61
0.00024063,-80.408,-108.14
0.00024252,-80.848,-109.68
0.00024442,-81.284,-111.22
0.00024632,-81.717,-112.77
0.00024822,-82.148,-114.34
0.00025011,-82.575,-115.91
0.00025201,-82.999,-117.48
0.00025391,-83.421,-119.07
0.00025581,-83.839,-120.66
0.0002577,-84.254,-122.27
0.0002596,-84.667,-123.88
0.0002615,-85.076,-125.49
0.00026339,-85.482,-127.12
0.00026529,-85.885,-128.75
0.00026719,-86.285,-130.39
0.00026909,-86.682,-132.04
0.00027098,-87.076,-133.69
0.00027288,-87.467,-135.36
0.00027478,-87.855,-137.03
0.00027667,-88.239,-138.7
0.00027857,-88.62,-140.39
0.00028047,-88.999,-142.08
0.00028237,-89.374,-143.78
0.00028426,-89.745,-145.48
0.00028616,-90.114,-147.2
0.00028806,-90.479,-148.92
0.00028996,-90.841,-150.64
0.00029185,-91.2,-152.38
0.00029375,-91.555,-154.12
0.00029565,-91.908,-155.86
0.00029754,-92.256,-157.62
0.00029944,-92.602,-159.38
0.00030134,-92.944,-161.14
0.00030324,-93.283,-162.92
0.00030513,-93.618,-164.7
0.00030703,-93.95,-166.48
0.00030893,-94.278,-168.27
0.00031082,-94.603,-170.07
0.00031272,-94.925,-171.88
0.00031462,-95.243,-173.69
0.00031652,-95.557,-175.5
0.00031841,-95.868,-177.33
0.00032031,-96.175,-179.15
0.00032221,-96.479,-180.99
0.00032411,-96.779,-182.83
0.000326,-97.075,-184.67
0.0003279,-97.368,-186.52
0.0003298,-97.657,-188.38
0.00033169,-97.942,-190.24
0.00033359,-98.224,-192.11
0.00033549,-98.501,-193.98
0.00033739,-98.775,-195.85
0.00033928,-99.045,-197.74
0.00034118,-99.311,-199.62
0.00034308,-99.573,-201.52
0.00034497,-99.832,-203.41
0.00034687,-100.09,-205.32
0.00034877,-100.34,-207.22
0.00035067,-100.58,-209.13
0.00035256,-100.82,-211.05
0.00035446,-101.06,-212.97
0.00035636,-101.3,-214.9
0.00035826,-101.53,-216.83
0.00036015,-101.75,-218.76
0.00036205,-101.97,-220.7
0.00036395,-102.19,-222.64
0.00036584,-102.4,-224.58
0.00036774,-102.61,-226.53
0.00036964,-102.82,-228.49
0.00037154,-103.01,-230.45
0.00037343,-103.21,-232.41
0.00037533,-103.4,-234.37
0.00037723,-103.59,-236.34
0.00037912,-103.77,-238.31
0.00038102,-103.95,-240.29
0.00038292,-104.12,-242.27
0.00038482,-104.29,-244.25
0.00038671,-104.45,-246.23
0.00038861,-104.61,-248.22
0.00039051,-104.76,-250.21
0.00039241,-104.91,-252.21
0.0003943,-105.05,-254.2
0.0003962,-105.19,-256.2
0.0003981,-105.33,-258.2
0.00039999,-105.45,-260.21
0.00040189,-105.58,-262.21
0.00040379,-105.7,-264.22
0.00040569,-105.81,-266.23
0.00040758,-105.92,-268.25
0.00040948,-106.02,-270.26
0.00041138,-106.12,-272.28
0.00041327,-106.21,-274.3
0.00041517,-106.3,-276.32
0.00041707,-106.38,-278.34
0.00041897,-106.46,-280.36
0.00042086,-106.53,-282.39
0.00042276,-106.6,-284.41
0.00042466,-106.66,-286.44
0.00042656,-106.71,-288.47
0.00042845,-106.76,-290.5
0.00043035,-106.8,-292.53
0.00043225,-106.84,-294.56
0.00043414,-106.87,-296.59
0.00043604,-106.9,-298.62
0.00043794,-106.92,-300.65
0.00043984,-106.93,-302.68
0.00044173,-106.94,-304.72
0.00044363,-106.94,-306.75
0.00044553,-106.93,-308.78
0.00044742,-106.92,-310.81
0.00044932,-106.91,-312.85
0.00045122,-106.89,-314.88
0.00045312,-106.86,-316.91
0.00045501,-106.82,-318.94
0.00045691,-106.78,-320.97
0.00045881,-106.73,-323
0.00046071,-106.68,-325.02
0.0004626,-106.61,-327.05
0.00046489,-106.53,-329.49
0.00046717,-106.44,-331.92
0.00046945,-106.34,-334.36
0.00047174,-106.23,-336.79
0.00047402,-106.11,-339.22
0.0004763,-105.98,-341.64
0.00047859,-105.84,-344.06
0.00048087,-105.68,-346.48
0.00048316,-105.52,-348.9
0.00048544,-105.35,-351.31
0.00048772,-105.17,-353.72
0.00049001,-104.98,-356.12
0.00049229,-104.78,-358.52
0.00049457,-104.56,-360.91
0.00049686,-104.34,-363.3
0.00049914,-104.11,-365.68
0.00050143,-103.86,-368.06
0.00050371,-103.6,-370.43
0.00050599,-103.34,-372.8
0.00050828,-103.06,-375.16
0.00051056,-102.77,-377.51
0.00051284,-102.47,-379.86
0.00051476,-102.21,-381.83
0.00051476,-102.21,-381.83
0.00051705,-101.89,-384.16
0.00051933,-101.56,-386.49
0.00052162,-101.21,-388.8
0.0005239,-100.86,-391.11
0.00052618,-100.49,-393.41
0.00052847,-100.11,-395.71
0.00053075,-99.725,-397.99
0.00053303,-99.324,-400.27
0.00053532,-98.911,-402.53
0.0005376,-98.486,-404.79
0.00053989,-98.049,-407.04
0.00054217,-97.6,-409.27
0.00054445,-97.14,-411.5
0.00054674,-96.667,-413.71
0.00054902,-96.183,-415.92
0.0005513,-95.686,-418.11
0.00055359,-95.177,-420.29
0.00055587,-94.656,-422.46
0.00055815,-94.123,-424.62
0.00056044,-93.577,-426.76
0.00056272,-93.019,-428.89
0.00056501,-92.449,-431.01
0.00056729,-91.866,-433.12
0.00056957,-91.271,-435.21
0.00057186,-90.664,-437.29
0.00057414,-90.044,-439.36
0.00057642,-89.412,-441.41
0.00057871,-88.767,-443.44
0.00058099,-88.11,-445.46
0.00058328,-87.44,-447.47
0.00058556,-86.758,-449.46
0.00058784,-86.063,-451.43
0.00059013,-85.356,-453.39
0.00059241,-84.636,-455.33
0.00059469,-83.904,-457.26
0.00059698,-83.159,-459.17
0.00059926,-82.402,-461.06
0.00060154,-81.632,-462.93
0.00060383,-80.85,-464.79
0.00060611,-80.055,-466.63
0.0006084,-79.248,-468.45
0.00061068,-78.428,-470.25
0.00061296,-77.596,-472.03
0.00061525,-76.752,-473.79
0.00061753,-75.896,-475.54
0.00061981,-75.027,-477.26
0.0006221,-74.146,-478.96
0.00062438,-73.253,-480.65
0.00062667,-72.347,-482.31
0.00062895,-71.43,-483.95
0.00063123,-70.5,-485.57
0.00063352,-69.559,-487.17
0.0006358,-68.605,-488.75
0.00063808,-67.64,-490.31
0.00064037,-66.663,-491.84
0.00064265,-65.674,-493.35
0.00064493,-64.674,-494.84
0.00064722,-63.662,-496.31
0.00064997,-62.43,-498.04
0.00065271,-61.181,-499.74
0.00065546,-59.916,-501.4
0.00065821,-58.635,-503.03
0.00066095,-57.338,-504.62
0.0006637,-56.025,-506.18
0.00066645,-54.697,-507.7
0.0006692,-53.353,-509.18
0.00067194,-51.994,-510.63
0.00067469,-50.62,-512.04
0.00067685,-49.527,-513.12
0.00067902,-48.425,-514.18
0.00068119,-47.313,-515.22
0.00068335,-46.193,-516.23
0.00068552,-45.065,-517.22
0.00068768,-43.928,-518.18
0.00068985,-42.782,-519.12
0.00069201,-41.628,-520.03
0.00069418,-40.466,-520.92
0.00069634,-39.296,-521.79
0.00069851,-38.118,-522.62
0.00070067,-36.932,-523.44
0.00070284,-35.738,-524.22
0.000705,-34.537,-524.98
0.00070717,-33.329,-525.72
0.00070933,-32.114,-526.42
0.0007115,-30.891,-527.11
0.00071367,-29.662,-527.76
0.00071583,-28.425,-528.39
0.000718,-27.183,-528.99
0.00072016,-25.934,-529.56
0.00072233,-24.678,-530.11
0.00072449,-23.417,-530.63
0.00072666,-22.149,-531.12
0.00072882,-20.876,-531.59
0.00073099,-19.597,-532.03
0.00073315,-18.313,-532.44
0.00073589,-16.682,-532.92
0.00073863,-15.042,-533.35
0.00074137,-13.395,-533.74
0.00074411,-11.741,-534.08
0.00074684,-10.079,-534.38
0.00074958,-8.4112,-534.63
0.00075232,-6.737,-534.84
0.00075506,-5.0569,-535
0.0007578,-3.3713,-535.11
0.00076054,-1.6806,-535.18
0.00076327,0.014795,-535.2
0.00076537,1.3169,-535.19
0.00076747,2.6214,-535.14
0.00076957,3.9281,-535.08
0.00077167,5.2368,-534.98
0.00077376,6.5473,-534.85
0.00077586,7.8595,-534.7
0.00077796,9.1733,-534.52
0.00078006,10.488,-534.32
0.00078216,11.804,-534.08
0.00078426,13.122,-533.82
0.00078635,14.44,-533.53
0.00078845,15.758,-533.21
0.00079055,17.077,-532.87
0.00079265,18.396,-532.49
0.00079475,19.716,-532.09
0.00079685,21.035,-531.67
0.00079894,22.354,-531.21
0.00080104,23.673,-530.73
0.00080314,24.991,-530.21
0.00080524,26.308,-529.68
0.00080734,27.624,-529.11
0.00080944,28.939,-528.52
0.00081153,30.253,-527.89
0.00081363,31.566,-527.24
0.00081573,32.876,-526.57
0.0008183,34.479,-525.7
0.00082038,35.776,-524.97
0.00082038,35.776,-524.97
0.00082295,37.373,-524.03
0.00082607,39.307,-522.83
0.00082919,41.236,-521.58
0.00083231,43.158,-520.26
0.00083543,45.074,-518.88
0.00083855,46.982,-517.44
0.00084167,48.882,-515.95
0.000844,50.293,-514.79
0.00084632,51.699,-513.61
0.00084865,53.101,-512.39
0.00085098,54.497,-511.14
0.0008533,55.888,-509.85
0.00085563,57.273,-508.54
0.00085795,58.652,-507.19
0.00086028,60.025,-505.81
0.00086261,61.392,-504.4
0.00086493,62.753,-502.95
0.00086726,64.107,-501.48
0.00086958,65.454,-499.97
0.00087191,66.795,-498.43
0.00087424,68.128,-496.86
0.00087656,69.454,-495.26
0.00087889,70.773,-493.63
0.00088121,72.084,-491.97
0.00088354,73.387,-490.28
0.00088587,74.683,-488.56
0.00088819,75.971,-486.81
0.00089052,77.25,-485.02
0.00089284,78.521,-483.21
0.00089517,79.784,-481.37
0.0008975,81.038,-479.5
0.00089982,82.284,-477.6
0.00090215,83.521,-475.68
0.00090498,85.017,-473.29
0.00090782,86.499,-470.85
0.00091066,87.967,-468.38
0.00091349,89.422,-465.87
0.00091633,90.863,-463.31
0.00091916,92.29,-460.72
0.000922,93.702,-458.08
0.00092483,95.099,-455.4
0.00092767,96.482,-452.69
0.00092991,97.563,-450.52
0.00093214,98.634,-448.33
0.00093438,99.696,-446.11
0.00093662,100.75,-443.87
0.00093886,101.79,-441.6
0.00094109,102.82,-439.32
0.00094333,103.85,-437.01
0.00094557,104.86,-434.67
0.0009478,105.87,-432.32
0.00095004,106.86,-429.94
0.00095228,107.85,-427.54
0.00095452,108.82,-425.12
0.00095675,109.79,-422.67
0.00095899,110.75,-420.21
0.00096123,111.69,-417.72
0.00096346,112.63,-415.21
0.0009657,113.55,-412.69
0.00096794,114.47,-410.14
0.00097018,115.38,-407.57
0.00097241,116.27,-404.98
0.00097465,117.16,-402.37
0.00097689,118.04,-399.74
0.00097912,118.9,-397.09
0.00098136,119.76,-394.43
0.0009836,120.61,-391.74
0.00098635,121.64,-388.41
0.0009891,122.65,-385.06
0.00099185,123.64,-381.68
0.00099459,124.63,-378.27
0.00099734,125.6,-374.83
0.0010001,126.55,-371.37
0.0010028,127.49,-367.88
0.0010056,128.41,-364.37
0.0010083,129.32,-360.83
0.0010111,130.21,-357.27
0.0010138,131.09,-353.68
0.001016,131.77,-350.88
0.0010181,132.43,-348.06
0.0010202,133.09,-345.23
0.0010224,133.74,-342.38
0.0010245,134.38,-339.52
0.0010266,135.01,-336.65
0.0010288,135.63,-333.77
0.0010309,136.24,-330.87
0.0010331,136.85,-327.96
0.0010352,137.44,-325.03
0.0010373,138.03,-322.09
0.0010395,138.61,-319.14
0.0010416,139.19,-316.18
0.0010437,139.75,-313.21
0.0010459,140.31,-310.22
0.001048,140.85,-307.23
0.0010501,141.39,-304.22
0.0010523,141.93,-301.2
0.0010544,142.45,-298.17
0.0010565,142.97,-295.12
0.0010587,143.48,-292.07
0.0010608,143.98,-289
0.0010629,144.47,-285.93
0.0010655,145.06,-282.2
0.0010681,145.63,-278.46
0.0010707,146.2,-274.7
0.001074,146.91,-269.83
0.0010773,147.61,-264.95
0.0010807,148.28,-260.04
0.001084,148.94,-255.11
0.0010873,149.59,-250.15
0.0010898,150.07,-246.35
0.0010924,150.54,-242.54
0.0010949,151,-238.71
0.0010975,151.45,-234.88
0.0011,151.9,-231.03
0.0011025,152.33,-227.17
0.0011046,152.67,-224.08
0.0011066,153.01,-220.98
0.0011086,153.33,-217.88
0.0011107,153.66,-214.77
0.0011127,153.98,-211.65
0.0011147,154.29,-208.53
0.0011168,154.6,-205.39
0.0011188,154.9,-202.26
0.0011208,155.19,-199.12
0.0011229,155.49,-195.97
0.0011249,155.77,-192.81
0.0011269,156.05,-189.65
0.0011289,156.33,-186.49
0.001131,156.6,-183.32
0.001133,156.87,-180.14
0.001135,157.13,-176.96
0.0011371,157.38,-173.77
0.0011391,157.64,-170.58
0.0011411,157.88,-167.38
0.0011436,158.17,-163.53
0.001146,158.46,-159.68
0.0011485,158.74,-155.81
0.0011515,159.07,-151
0.0011545,159.4,-146.18
0.0011576,159.71,-141.35
0.0011606,160.02,-136.51
0.0011636,160.32,-131.66
0.0011667,160.61,-126.8
0.0011697,160.88,-121.94
0.0011727,161.16,-117.06
0.001175,161.36,-113.34
0.0011774,161.55,-109.6
0.0011797,161.74,-105.87
0.001182,161.93,-102.13
0.0011843,162.11,-98.38
0.0011866,162.28,-94.631
0.001189,162.46,-90.878
0.0011913,162.62,-87.121
0.0011936,162.78,-83.36
0.0011959,162.94,-79.596
0.0011982,163.09,-75.828
0.0012005,163.24,-72.057
0.0012029,163.39,-68.282
0.0012052,163.53,-64.504
0.0012075,163.66,-60.724
0.0012098,163.79,-56.94
0.0012121,163.92,-53.153
0.0012144,164.04,-49.364
0.0012168,164.16,-45.571
0.0012191,164.28,-41.777
0.0012214,164.39,-37.979
0.0012237,164.49,-34.179
0.001226,164.59,-30.377
0.0012283,164.69,-26.573
0.0012313,164.82,-21.644
0.0012343,164.93,-16.713
0.0012373,165.04,-11.778
0.0012403,165.14,-6.8395
0.0012433,165.24,-1.8986
0.0012448,165.28,0.53972
0.0012448,165.28,0.53972
0.0012478,165.37,5.4845
0.0012508,165.45,10.432
0.0012538,165.52,15.381
0.0012561,165.58,19.214
0.0012585,165.63,23.048
0.0012608,165.67,26.884
0.0012631,165.71,30.72
0.0012654,165.75,34.557
0.0012678,165.79,38.395
0.0012701,165.82,42.233
0.0012724,165.85,46.073
0.0012747,165.87,49.912
0.0012771,165.89,53.752
0.0012794,165.91,57.593
0.0012817,165.92,61.433
0.001284,165.93,65.274
0.0012863,165.94,69.115
0.0012887,165.94,72.956
0.001291,165.94,76.797
0.0012933,165.93,80.638
0.0012956,165.92,84.478
0.001298,165.91,88.318
0.0013003,165.89,92.158
0.0013026,165.87,95.997
0.0013049,165.85,99.835
0.0013072,165.82,103.67
0.0013102,165.78,108.49
0.0013131,165.73,113.31
0.0013166,165.66,119.11
0.0013201,165.59,124.92
0.0013236,165.51,130.72
0.0013272,165.41,136.53
0.0013299,165.33,141.09
0.0013327,165.25,145.64
0.0013355,165.15,150.2
0.0013382,165.06,154.75
0.0013404,164.97,158.39
0.0013427,164.88,162.03
0.0013449,164.79,165.66
0.0013471,164.7,169.3
0.0013493,164.6,172.93
0.0013515,164.49,176.56
0.0013537,164.39,180.18
0.0013559,164.27,183.8
0.0013582,164.16,187.43
0.0013604,164.03,191.04
0.0013626,163.91,194.66
0.0013648,163.78,198.27
0.001367,163.64,201.88
0.0013692,163.5,205.49
0.0013714,163.36,209.09
0.0013737,163.21,212.69
0.0013759,163.05,216.28
0.0013781,162.89,219.88
0.0013803,162.73,223.47
0.0013825,162.56,227.05
0.0013847,162.39,230.63
0.0013875,162.16,235.1
0.0013903,161.93,239.56
0.0013937,161.62,245.07
0.0013971,161.31,250.58
0.0014005,160.98,256.07
0.001404,160.64,261.55
0.0014074,160.28,267.02
0.0014108,159.91,272.48
0.0014133,159.63,276.45
0.0014158,159.35,280.42
0.0014183,159.05,284.39
0.0014208,158.75,288.34
0.0014233,158.43,292.29
0.0014258,158.11,296.23
0.0014283,157.78,300.16
0.0014308,157.44,304.09
0.0014333,157.1,308
0.0014358,156.74,311.91
0.0014383,156.38,315.8
0.0014408,156,319.69
0.0014433,155.62,323.57
0.0014458,155.23,327.43
0.0014483,154.82,331.29
0.0014508,154.41,335.14
0.0014533,153.99,338.98
0.0014558,153.56,342.8
0.0014583,153.12,346.62
0.0014608,152.66,350.42
0.0014633,152.2,354.21
0.0014658,151.73,357.99
0.0014683,151.24,361.76
0.0014716,150.59,366.7
0.0014749,149.92,371.62
0.0014782,149.23,376.51
0.0014815,148.52,381.38
0.0014848,147.79,386.23
0.0014881,147.04,391.05
0.0014914,146.27,395.85
0.0014939,145.67,399.45
0.0014963,145.07,403.03
0.0014988,144.45,406.6
0.0015013,143.82,410.16
0.0015038,143.18,413.7
0.0015063,142.52,417.22
0.0015088,141.85,420.73
0.0015112,141.17,424.22
0.0015137,140.48,427.69
0.0015162,139.78,431.14
0.0015187,139.06,434.58
0.0015212,138.33,438
0.0015236,137.58,441.4
0.0015261,136.83,444.78
0.0015286,136.06,448.15
0.0015311,135.27,451.49
0.0015336,134.48,454.82
0.0015361,133.67,458.12
0.0015385,132.84,461.4
0.001541,132,464.67
0.0015435,131.15,467.91
0.001546,130.29,471.13
0.0015491,129.17,475.18
0.0015523,128.03,479.2
0.0015554,126.87,483.18
0.0015586,125.68,487.13
0.0015624,124.23,491.83
0.0015662,122.73,496.48
0.0015689,121.63,499.81
0.0015717,120.51,503.12
0.0015744,119.37,506.39
0.0015772,118.22,509.64
0.0015799,117.04,512.85
0.0015827,115.85,516.03
0.0015854,114.64,519.17
0.0015876,113.67,521.64
0.0015898,112.69,524.09
0.001592,111.69,526.52
0.0015942,110.69,528.92
0.0015964,109.67,531.3
0.0015985,108.65,533.66
0.0016007,107.61,536
0.0016029,106.56,538.32
0.0016051,105.5,540.61
0.0016073,104.43,542.88
0.0016095,103.35,545.12
0.0016116,102.25,547.34
0.0016138,101.15,549.54
0.001616,100.03,551.72
0.0016182,98.908,553.86
0.0016208,97.52,556.45
0.0016235,96.116,559
0.0016262,94.697,561.51
0.0016296,92.861,564.66
0.001633,90.999,567.75
0.0016364,89.113,570.78
0.0016398,87.201,573.74
0.0016432,85.265,576.64
0.0016466,83.304,579.47
0.0016493,81.734,581.66
0.001652,80.149,583.81
0.0016532,79.412,584.79
0.0016532,79.412,584.79
0.0016559,77.806,586.88
0.0016586,76.185,588.92
0.0016613,74.551,590.92
0.001664,72.902,592.88
0.0016667,71.24,594.79
0.0016694,69.564,596.66
0.0016721,67.875,598.48
0.0016748,66.173,600.25
0.0016774,64.458,601.98
0.0016801,62.731,603.67
0.0016828,60.991,605.3
0.0016855,59.24,606.89
0.0016882,57.476,608.43
0.0016909,55.702,609.93
0.0016936,53.916,611.37
0.0016963,52.12,612.77
0.001699,50.313,614.12
0.0017017,48.496,615.42
0.0017044,46.669,616.67
0.001708,44.229,618.26
0.0017115,41.773,619.76
0.0017151,39.303,621.16
0.0017187,36.817,622.49
0.0017223,34.319,623.72
0.0017258,31.807,624.86
0.0017285,29.898,625.66
0.0017312,27.983,626.42
0.0017339,26.062,627.12
0.0017367,24.135,627.77
0.0017394,22.203,628.36
0.0017421,20.266,628.91
0.0017448,18.325,629.4
0.0017475,16.38,629.84
0.0017502,14.431,630.22
0.0017529,12.48,630.56
0.0017556,10.525,630.84
0.0017583,8.5681,631.07
0.001761,6.6093,631.24
